sum_num,count,example_input,result_emojis,result,model_input,failed_inputs,errors,incoder_result,incoder_result_emojis,errors,failed_inputs,codeparrot_result,codeparrot_result_emojis,errors,failed_inputs
0,10,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/23.txt,[],[],pffffff,✅❌❌❌❌❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""False"", ""True""]]",pfppffp,✅❌✅✅❌❌✅,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
1,2,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/24.txt,[],[],fpfpfpf,❌✅❌✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]",fpfpfpp,❌✅❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
1,2,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/25.txt,[],[],fffpppp,❌❌❌✅✅✅✅,[],"[[""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",fpfpfpp,❌✅❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
1,2,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/26.txt,[],[],fffpppp,❌❌❌✅✅✅✅,[],"[[""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",eeeeeee,💀💀💀💀💀💀💀,"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]",[]
1,2,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/27.txt,[],[],pfpfpfp,✅❌✅❌✅❌✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",fpfpfpp,❌✅❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
1,3,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/28.txt,[],[],pffpppp,✅❌❌✅✅✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]",pffpppp,✅❌❌✅✅✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,3,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/29.txt,[],[],pffpppf,✅❌❌✅✅✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]",pffpppp,✅❌❌✅✅✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,3,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/30.txt,[],[],pffpppf,✅❌❌✅✅✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]",pffpppp,✅❌❌✅✅✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,3,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/31.txt,[],[],pffpppp,✅❌❌✅✅✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]",pffpppp,✅❌❌✅✅✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,4,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/32.txt,[],[],fffffpp,❌❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,4,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/33.txt,[],[],ffpffpp,❌❌✅❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,4,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/34.txt,[],[],pfffppp,✅❌❌❌✅✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,4,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/35.txt,[],[],fffffpp,❌❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,5,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/36.txt,[],[],pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,5,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/37.txt,[],[],eeeeeee,💀💀💀💀💀💀💀,"[""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined"", ""name 'quintuples_sum_to_one_helper' is not defined""]",[],pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,5,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/38.txt,[],[],pppffpf,✅✅✅❌❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,5,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/39.txt,[],[],eeeeeee,💀💀💀💀💀💀💀,"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
1,8,"[1, 3, 5, 0]",✅✅✅✅❌✅❌,ppppfpf,input/codex/triples_sum_to/40.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],ppppfpf,✅✅✅✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",ppfpfpf,✅✅❌✅❌✅❌,[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
1,8,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/41.txt,[],[],ppppfpp,✅✅✅✅❌✅✅,[],"[[""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
1,8,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/42.txt,[],[],ppppfpp,✅✅✅✅❌✅✅,[],"[[""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
1,8,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/43.txt,[],[],fpppfpf,❌✅✅✅❌✅❌,[],"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
1,10,"[1, 3, 5, 0]",✅✅✅✅❌✅✅,ppppfpp,input/codex/triples_sum_to/44.txt,"[[""True"", ""False""]]",[],ppppfpf,✅✅✅✅❌✅❌,[],"[[""True"", ""False""], [""False"", ""True""]]",pfppffp,✅❌✅✅❌❌✅,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
1,10,"[1, 3, -2, 1, 5, 8]",✅✅✅✅❌✅✅,ppppfpp,input/codex/triples_sum_to/45.txt,"[[""True"", ""False""]]",[],ppppfpp,✅✅✅✅❌✅✅,[],"[[""True"", ""False""]]",pfppffp,✅❌✅✅❌❌✅,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
1,10,"[1, 2, -3, 7, 2, 7]",✅✅✅✅❌✅✅,ppppfpp,input/codex/triples_sum_to/46.txt,"[[""True"", ""False""]]",[],ppppfpp,✅✅✅✅❌✅✅,[],"[[""True"", ""False""]]",pfppffp,✅❌✅✅❌❌✅,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
1,10,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/47.txt,[],[],fpppfpf,❌✅✅✅❌✅❌,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",pfppffp,✅❌✅✅❌❌✅,[],"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
2,2,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/48.txt,[],[],ppfpppf,✅✅❌✅✅✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",pffpfpf,✅❌❌✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,2,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/49.txt,[],[],ppfpppf,✅✅❌✅✅✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",pffpfpf,✅❌❌✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,2,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/50.txt,[],[],ppfpppf,✅✅❌✅✅✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",pffpfpf,✅❌❌✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,2,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/51.txt,[],[],ppfpppf,✅✅❌✅✅✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",pffpfpf,✅❌❌✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,3,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/52.txt,[],[],pffpfpp,✅❌❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpp,✅❌❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,3,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/53.txt,[],[],pffpfpp,✅❌❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",pffpfpp,✅❌❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,3,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/54.txt,[],[],pffpffp,✅❌❌✅❌❌✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""]]",pffpfpp,✅❌❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,3,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/55.txt,[],[],ppfpppp,✅✅❌✅✅✅✅,[],"[[""True"", ""False""]]",pffpfpp,✅❌❌✅❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]"
2,4,"[1, 3, 5, 0]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/56.txt,[],[],pfpfppp,✅❌✅❌✅✅✅,[],"[[""False"", ""True""], [""True"", ""False""]]",pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]"
2,4,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/57.txt,[],[],pfpfppp,✅❌✅❌✅✅✅,[],"[[""False"", ""True""], [""True"", ""False""]]",pfffpfp,✅❌❌❌✅❌✅,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
2,4,"[1, 2, -3, 7, 2, 7]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/58.txt,[],[],pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]",pfffpfp,✅❌❌❌✅❌✅,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
2,4,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/59.txt,[],[],pffffpp,✅❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",eppffpp,💀✅✅❌❌✅✅,"[""'int' object is not iterable""]","[[""True"", ""False""], [""True"", ""False""]]"
2,5,"[1, 3, 5, 0]",✅✅✅❌❌✅✅,pppffpp,input/codex/triples_sum_to/60.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],fffffpp,❌❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",fffffpp,❌❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
2,5,"[1, 3, -2, 1, 5, 8]",✅✅✅❌❌✅✅,pppffpp,input/codex/triples_sum_to/61.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],eeeeeee,💀💀💀💀💀💀💀,"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],pfffpfp,✅❌❌❌✅❌✅,[],"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]"
2,5,"[1, 2, -3, 7, 2, 7]",✅✅✅❌❌✅✅,pppffpp,input/codex/triples_sum_to/62.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],pppffpp,✅✅✅❌❌✅✅,[],"[[""True"", ""False""], [""True"", ""False""]]",fffffpp,❌❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
2,5,[1],✅✅✅❌❌✅✅,pppffpp,input/codex/triples_sum_to/63.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],eeeeeee,💀💀💀💀💀💀💀,"[""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined"", ""name 'quintuples_sum' is not defined""]",[],fffffpp,❌❌❌❌❌✅✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]"
2,8,"[1, 3, 5, 0]",✅✅✅✅❌✅❌,ppppfpf,input/codex/triples_sum_to/64.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],ffffpfp,❌❌❌❌✅❌✅,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
2,8,"[1, 3, -2, 1, 5, 8]",✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/65.txt,[],[],ppppfpf,✅✅✅✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
2,8,"[1, 2, -3, 7, 2, 7]",✅✅✅✅❌✅❌,ppppfpf,input/codex/triples_sum_to/66.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],ppppfpp,✅✅✅✅❌✅✅,[],"[[""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
2,8,[1],✅✅✅✅✅✅✅,ppppppp,input/codex/triples_sum_to/67.txt,[],[],eeeeeee,💀💀💀💀💀💀💀,"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
2,10,"[1, 3, 5, 0]",✅✅✅✅❌✅❌,ppppfpf,input/codex/triples_sum_to/68.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],fppfppp,❌✅✅❌✅✅✅,[],"[[""False"", ""True""], [""False"", ""True""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
2,10,"[1, 3, -2, 1, 5, 8]",✅✅✅✅❌✅❌,ppppfpf,input/codex/triples_sum_to/69.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],pfppppf,✅❌✅✅✅✅❌,[],"[[""False"", ""True""], [""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
2,10,"[1, 2, -3, 7, 2, 7]",✅✅✅✅❌✅❌,ppppfpf,input/codex/triples_sum_to/70.txt,"[[""True"", ""False""], [""True"", ""False""]]",[],ppppfpf,✅✅✅✅❌✅❌,[],"[[""True"", ""False""], [""True"", ""False""]]",pffppff,✅❌❌✅✅❌❌,[],"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]"
