codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,pppppp,input/codex/arithmetic/1976.txt,[],"[[""(-2, 15, 8)"", ""(8, -2, 15)""], [""(-3, 70, 17)"", ""(17, -3, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(-1, 0, 1)"", ""(1, -1, 0)""], [""(80, 2000, 120)"", ""(120, 80, 2000)""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffpfff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 15, 8)"", ""(8, -2, 15)""], [""(-3, 70, 17)"", ""(17, -3, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(-1, 0, 1)"", ""(1, -1, 0)""], [""(80, 2000, 120)"", ""(120, 80, 2000)""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 15, 8)"", ""(8, -2, 15)""], [""(-3, 70, 17)"", ""(17, -3, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(-1, 0, 1)"", ""(1, -1, 0)""], [""(80, 2000, 120)"", ""(120, 80, 2000)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,pppppp,input/codex/arithmetic/1978.txt,[],[],[],[],"[""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined""]","[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",eeeeee,[],"[""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined""]","[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],eeeeee,[],"[""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined"", ""name 'b' is not defined""]","[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,pppppp,input/codex/arithmetic/1982.txt,[],"[[""(8, 15, -2)"", ""(-2, 15, 15)""], [""(17, 70, -3)"", ""(-3, 70, 70)""], [""(1, 0, 1)"", ""(1, 0, 0)""], [""(1, 0, -1)"", ""(-1, 0, 0)""], [""(120, 2000, 80)"", ""(80, 2000, 2000)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(-2, 15, 15)""], [""(17, 70, -3)"", ""(-3, 70, 70)""], [""(1, 0, 1)"", ""(1, 0, 0)""], [""(1, 0, -1)"", ""(-1, 0, 0)""], [""(120, 2000, 80)"", ""(80, 2000, 2000)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(-2, 15, 15)""], [""(17, 70, -3)"", ""(-3, 70, 70)""], [""(1, 0, 1)"", ""(1, 0, 0)""], [""(1, 0, -1)"", ""(-1, 0, 0)""], [""(120, 2000, 80)"", ""(80, 2000, 2000)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,pppppp,input/codex/arithmetic/1986.txt,[],[],[],[],"[""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",eeeeee,[],"[""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],"[""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object"", ""cannot unpack non-iterable int object""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,pppppp,input/codex/arithmetic/1990.txt,[],"[[""(8, -2, 15)"", ""(8, -2, -2)""], [""(17, -3, 70)"", ""(17, -3, -3)""], [""(1, 1, 0)"", ""(1, 1, 1)""], [""(1, -1, 0)"", ""(1, -1, -1)""], [""(120, 80, 2000)"", ""(120, 80, 80)""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffpfff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(8, -2, 15)"", ""(8, -2, -2)""], [""(17, -3, 70)"", ""(17, -3, -3)""], [""(1, 1, 0)"", ""(1, 1, 1)""], [""(1, -1, 0)"", ""(1, -1, -1)""], [""(120, 80, 2000)"", ""(120, 80, 80)""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(8, -2, 15)"", ""(8, -2, -2)""], [""(17, -3, 70)"", ""(17, -3, -3)""], [""(1, 1, 0)"", ""(1, 1, 1)""], [""(1, -1, 0)"", ""(1, -1, -1)""], [""(120, 80, 2000)"", ""(120, 80, 80)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,pppppp,input/codex/arithmetic/1992.txt,[],"[[""(-2, 8, 15)"", ""(15, 3, 5)""], [""(-3, 17, 70)"", ""(70, 7, 10)""], [""(1, 1, 0)"", ""(0, 1, 0)""], [""(-1, 1, 0)"", ""(0, 0, 1)""], [""(80, 120, 2000)"", ""(2000, 100, 20)""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffpfff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 8, 15)"", ""(15, 3, 5)""], [""(-3, 17, 70)"", ""(70, 7, 10)""], [""(1, 1, 0)"", ""(0, 1, 0)""], [""(-1, 1, 0)"", ""(0, 0, 1)""], [""(80, 120, 2000)"", ""(2000, 100, 20)""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 8, 15)"", ""(15, 3, 5)""], [""(-3, 17, 70)"", ""(70, 7, 10)""], [""(1, 1, 0)"", ""(0, 1, 0)""], [""(-1, 1, 0)"", ""(0, 0, 1)""], [""(80, 120, 2000)"", ""(2000, 100, 20)""]]",[]
✅✅✅✅✅✅,💀💀💀💀💀💀,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,pppppp,input/codex/arithmetic/2030.txt,[],[],[],[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]","[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",eeeeee,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]","[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[],eeeeee,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]","[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],[],[]
✅✅✅✅✅✅,❌❌✅✅❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,pppppp,input/codex/arithmetic/2032.txt,[],"[[""(-2, 15, 8)"", ""(8, 15, -2)""], [""(-3, 70, 17)"", ""(17, 70, -3)""], [""(-1, 0, 1)"", ""(1, 0, -1)""], [""(80, 2000, 120)"", ""(120, 2000, 80)""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffppff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 15, 8)"", ""(8, 15, -2)""], [""(-3, 70, 17)"", ""(17, 70, -3)""], [""(-1, 0, 1)"", ""(1, 0, -1)""], [""(80, 2000, 120)"", ""(120, 2000, 80)""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 15, 8)"", ""(8, 15, -2)""], [""(-3, 70, 17)"", ""(17, 70, -3)""], [""(-1, 0, 1)"", ""(1, 0, -1)""], [""(80, 2000, 120)"", ""(120, 2000, 80)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,pppppp,input/codex/arithmetic/2036.txt,[],"[[""(15, 8, -2)"", ""(-2, 8, 5)""], [""(70, 17, -3)"", ""(-3, 17, 10)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, 1, -1)"", ""(-1, 1, 1)""], [""(2000, 120, 80)"", ""(80, 120, 20)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(-2, 8, 5)""], [""(70, 17, -3)"", ""(-3, 17, 10)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, 1, -1)"", ""(-1, 1, 1)""], [""(2000, 120, 80)"", ""(80, 120, 20)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(-2, 8, 5)""], [""(70, 17, -3)"", ""(-3, 17, 10)""], [""(0, 1, 1)"", ""(1, 1, 0)""], [""(0, 1, -1)"", ""(-1, 1, 1)""], [""(2000, 120, 80)"", ""(80, 120, 20)""]]",[]
✅✅✅✅✅✅,✅✅✅✅✅✅,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,pppppp,input/codex/arithmetic/2040.txt,[],[],[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",pppppp,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,pppppp,input/codex/arithmetic/2044.txt,[],"[[""(-2, 8, 15)"", ""(15, 8, -2)""], [""(-3, 17, 70)"", ""(70, 17, -3)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(-1, 1, 0)"", ""(0, 1, -1)""], [""(80, 120, 2000)"", ""(2000, 120, 80)""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffpfff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 8, 15)"", ""(15, 8, -2)""], [""(-3, 17, 70)"", ""(70, 17, -3)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(-1, 1, 0)"", ""(0, 1, -1)""], [""(80, 120, 2000)"", ""(2000, 120, 80)""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(-2, 8, 15)"", ""(15, 8, -2)""], [""(-3, 17, 70)"", ""(70, 17, -3)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(-1, 1, 0)"", ""(0, 1, -1)""], [""(80, 120, 2000)"", ""(2000, 120, 80)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,pppppp,input/codex/arithmetic/2046.txt,[],"[[""(8, -2, 15)"", ""(15, -2, 8)""], [""(17, -3, 70)"", ""(70, -3, 17)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(1, -1, 0)"", ""(0, -1, 1)""], [""(120, 80, 2000)"", ""(2000, 80, 120)""]]",[],[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",ffpfff,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(8, -2, 15)"", ""(15, -2, 8)""], [""(17, -3, 70)"", ""(70, -3, 17)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(1, -1, 0)"", ""(0, -1, 1)""], [""(120, 80, 2000)"", ""(2000, 80, 120)""]]",[],eeeeee,[],[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]",[],"[[""(8, -2, 15)"", ""(15, -2, 8)""], [""(17, -3, 70)"", ""(70, -3, 17)""], [""(1, 1, 0)"", ""(0, 1, 1)""], [""(1, -1, 0)"", ""(0, -1, 1)""], [""(120, 80, 2000)"", ""(2000, 80, 120)""]]",[]
✅✅✅✅✅✅,✅✅✅✅✅✅,💀💀💀💀💀💀,b,a,first,second,third,sum,difference,product,pppppp,input/codex/arithmetic/2327.txt,[],[],[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",pppppp,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],[],[]
✅✅✅✅✅✅,❌❌💀✅💀❌,💀💀💀💀💀💀,b,a,first,second,third,sum,product,difference,pppppp,input/codex/arithmetic/2329.txt,[],"[[""(8, 15, -2)"", ""(8, 1.6666666666666667, -2)""], [""(17, 70, -3)"", ""(17, 1.4285714285714286, -3)""], [""(120, 2000, 80)"", ""(120, 0.2, 80)""]]",[],[],"[""division by zero"", ""division by zero""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffepef,[],"[""division by zero"", ""division by zero""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(8, 1.6666666666666667, -2)""], [""(17, 70, -3)"", ""(17, 1.4285714285714286, -3)""], [""(120, 2000, 80)"", ""(120, 0.2, 80)""]]",[],eeeeee,[],"[""division by zero"", ""division by zero""]","[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(8, 1.6666666666666667, -2)""], [""(17, 70, -3)"", ""(17, 1.4285714285714286, -3)""], [""(120, 2000, 80)"", ""(120, 0.2, 80)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,a,first,second,third,difference,sum,product,pppppp,input/codex/arithmetic/2333.txt,[],"[[""(-2, 8, 15)"", ""(-2, 15, 15)""], [""(-3, 17, 70)"", ""(-3, 70, 70)""], [""(1, 1, 0)"", ""(1, 0, 0)""], [""(-1, 1, 0)"", ""(-1, 0, 0)""], [""(80, 120, 2000)"", ""(80, 2000, 2000)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 8, 15)"", ""(-2, 15, 15)""], [""(-3, 17, 70)"", ""(-3, 70, 70)""], [""(1, 1, 0)"", ""(1, 0, 0)""], [""(-1, 1, 0)"", ""(-1, 0, 0)""], [""(80, 120, 2000)"", ""(80, 2000, 2000)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 8, 15)"", ""(-2, 15, 15)""], [""(-3, 17, 70)"", ""(-3, 70, 70)""], [""(1, 1, 0)"", ""(1, 0, 0)""], [""(-1, 1, 0)"", ""(-1, 0, 0)""], [""(80, 120, 2000)"", ""(80, 2000, 2000)""]]",[]
✅✅✅✅✅✅,❌❌✅✅❌❌,💀💀💀💀💀💀,b,a,first,second,third,difference,product,sum,pppppp,input/codex/arithmetic/2337.txt,[],"[[""(-2, 15, 8)"", ""(-2, 20, 8)""], [""(-3, 70, 17)"", ""(-3, 80, 17)""], [""(-1, 0, 1)"", ""(-1, 1, 1)""], [""(80, 2000, 120)"", ""(80, 2020, 120)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffppff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 15, 8)"", ""(-2, 20, 8)""], [""(-3, 70, 17)"", ""(-3, 80, 17)""], [""(-1, 0, 1)"", ""(-1, 1, 1)""], [""(80, 2000, 120)"", ""(80, 2020, 120)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(-2, 15, 8)"", ""(-2, 20, 8)""], [""(-3, 70, 17)"", ""(-3, 80, 17)""], [""(-1, 0, 1)"", ""(-1, 1, 1)""], [""(80, 2000, 120)"", ""(80, 2020, 120)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,a,first,second,third,product,sum,difference,pppppp,input/codex/arithmetic/2341.txt,[],"[[""(15, 8, -2)"", ""(15, 8, 2)""], [""(70, 17, -3)"", ""(70, 17, 3)""], [""(0, 1, 1)"", ""(0, 1, -1)""], [""(0, 1, -1)"", ""(0, 1, 1)""], [""(2000, 120, 80)"", ""(2000, 120, -80)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(15, 8, 2)""], [""(70, 17, -3)"", ""(70, 17, 3)""], [""(0, 1, 1)"", ""(0, 1, -1)""], [""(0, 1, -1)"", ""(0, 1, 1)""], [""(2000, 120, 80)"", ""(2000, 120, -80)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, 8, -2)"", ""(15, 8, 2)""], [""(70, 17, -3)"", ""(70, 17, 3)""], [""(0, 1, 1)"", ""(0, 1, -1)""], [""(0, 1, -1)"", ""(0, 1, 1)""], [""(2000, 120, 80)"", ""(2000, 120, -80)""]]",[]
✅✅✅✅✅✅,❌❌❌❌❌❌,💀💀💀💀💀💀,b,a,first,second,third,product,difference,sum,pppppp,input/codex/arithmetic/2343.txt,[],"[[""(15, -2, 8)"", ""(15, -2)""], [""(70, -3, 17)"", ""(70, -3)""], [""(0, 0, 0)"", ""(0, 0)""], [""(0, 1, 1)"", ""(0, 1)""], [""(0, -1, 1)"", ""(0, -1)""], [""(2000, 80, 120)"", ""(2000, 80)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffffff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, -2, 8)"", ""(15, -2)""], [""(70, -3, 17)"", ""(70, -3)""], [""(0, 0, 0)"", ""(0, 0)""], [""(0, 1, 1)"", ""(0, 1)""], [""(0, -1, 1)"", ""(0, -1)""], [""(2000, 80, 120)"", ""(2000, 80)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(15, -2, 8)"", ""(15, -2)""], [""(70, -3, 17)"", ""(70, -3)""], [""(0, 0, 0)"", ""(0, 0)""], [""(0, 1, 1)"", ""(0, 1)""], [""(0, -1, 1)"", ""(0, -1)""], [""(2000, 80, 120)"", ""(2000, 80)""]]",[]
✅✅✅✅✅✅,❌❌✅❌❌❌,💀💀💀💀💀💀,b,a,first,third,second,sum,difference,product,pppppp,input/codex/arithmetic/2381.txt,[],"[[""(8, 15, -2)"", ""(8, -2, 15)""], [""(17, 70, -3)"", ""(17, -3, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(1, 0, -1)"", ""(1, -1, 0)""], [""(120, 2000, 80)"", ""(120, 80, 2000)""]]",[],[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",ffpfff,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(8, -2, 15)""], [""(17, 70, -3)"", ""(17, -3, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(1, 0, -1)"", ""(1, -1, 0)""], [""(120, 2000, 80)"", ""(120, 80, 2000)""]]",[],eeeeee,[],[],"[""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable"", ""'int' object is not subscriptable""]",[],"[[""(8, 15, -2)"", ""(8, -2, 15)""], [""(17, 70, -3)"", ""(17, -3, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(1, 0, -1)"", ""(1, -1, 0)""], [""(120, 2000, 80)"", ""(120, 80, 2000)""]]",[]
