codex_result_emojis,incoder_result_emojis,codeparrot_result_emojis,digit,factor2,factor3,example_input,codex_result,model_input,failed_inputs,failed_inputs,failed_inputs,errors,errors,errors,incoder_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs,codeparrot_result,errors,errors,errors,failed_inputs,failed_inputs,failed_inputs
✅✅✅✅✅✅✅✅,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,13,3819,78,pppppppp,input/codex/fizzbuzz_count/16.txt,[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3858"", ""0""]]","[[""0"", ""189""], [""0"", ""463""], [""1"", ""475""], [""1"", ""762""], [""2"", ""3062""], [""93"", ""1230462""], [""308"", ""7691539""], [""3858"", ""769223077""]]",[],[],[],pfffffff,[],[],[],[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3858"", ""0""]]","[[""0"", ""189""], [""0"", ""463""], [""1"", ""475""], [""1"", ""762""], [""2"", ""3062""], [""93"", ""1230462""], [""308"", ""7691539""], [""3858"", ""769223077""]]",ffffffff,[],[],[],[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3858"", ""0""]]","[[""0"", ""189""], [""0"", ""463""], [""1"", ""475""], [""1"", ""762""], [""2"", ""3062""], [""93"", ""1230462""], [""308"", ""7691539""], [""3858"", ""769223077""]]"
✅✅✅✅✅✅✅✅,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,13,3819,3298,pppppppp,input/codex/fizzbuzz_count/17.txt,[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3858"", ""0""]]","[[""0"", ""817""], [""0"", ""2003""], [""1"", ""2055""], [""1"", ""3301""], [""2"", ""13267""], [""93"", ""5332001""], [""308"", ""33330001""], [""3858"", ""3333300001""]]",[],[],[],pfffffff,[],[],[],[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3858"", ""0""]]","[[""0"", ""817""], [""0"", ""2003""], [""1"", ""2055""], [""1"", ""3301""], [""2"", ""13267""], [""93"", ""5332001""], [""308"", ""33330001""], [""3858"", ""3333300001""]]",ffffffff,[],[],[],[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""93"", ""0""], [""308"", ""0""], [""3858"", ""0""]]","[[""0"", ""817""], [""0"", ""2003""], [""1"", ""2055""], [""1"", ""3301""], [""2"", ""13267""], [""93"", ""5332001""], [""308"", ""33330001""], [""3858"", ""3333300001""]]"
❌❌❌❌❌❌❌❌,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,13,50,ffffffff,input/codex/fizzbuzz_count/18.txt,"[[""1"", ""10""], [""4"", ""16""], [""5"", ""17""], [""5"", ""20""], [""8"", ""41""], [""254"", ""835""], [""837"", ""2088""], [""10441"", ""20879""]]","[[""4"", ""1""], [""5"", ""0""], [""5"", ""1""], [""8"", ""1""], [""254"", ""0""], [""837"", ""1""], [""10441"", ""0""]]","[[""1"", ""350""], [""4"", ""858""], [""5"", ""880""], [""5"", ""1414""], [""8"", ""5685""], [""254"", ""2285142""], [""837"", ""14284285""], [""10441"", ""1428557142""]]",[],[],[],pfffffff,[],[],[],"[[""1"", ""10""], [""4"", ""16""], [""5"", ""17""], [""5"", ""20""], [""8"", ""41""], [""254"", ""835""], [""837"", ""2088""], [""10441"", ""20879""]]","[[""4"", ""1""], [""5"", ""0""], [""5"", ""1""], [""8"", ""1""], [""254"", ""0""], [""837"", ""1""], [""10441"", ""0""]]","[[""1"", ""350""], [""4"", ""858""], [""5"", ""880""], [""5"", ""1414""], [""8"", ""5685""], [""254"", ""2285142""], [""837"", ""14284285""], [""10441"", ""1428557142""]]",ffffffff,[],[],[],"[[""1"", ""10""], [""4"", ""16""], [""5"", ""17""], [""5"", ""20""], [""8"", ""41""], [""254"", ""835""], [""837"", ""2088""], [""10441"", ""20879""]]","[[""4"", ""1""], [""5"", ""0""], [""5"", ""1""], [""8"", ""1""], [""254"", ""0""], [""837"", ""1""], [""10441"", ""0""]]","[[""1"", ""350""], [""4"", ""858""], [""5"", ""880""], [""5"", ""1414""], [""8"", ""5685""], [""254"", ""2285142""], [""837"", ""14284285""], [""10441"", ""1428557142""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,13,78,pppppppp,input/codex/fizzbuzz_count/19.txt,[],"[[""1"", ""0""], [""4"", ""2""], [""5"", ""1""], [""5"", ""0""], [""8"", ""0""], [""254"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""1"", ""26""], [""4"", ""42""], [""5"", ""42""], [""5"", ""53""], [""8"", ""107""], [""254"", ""2153""], [""837"", ""5384""], [""10441"", ""53846""]]",[],[],[],ffffffff,[],[],[],[],"[[""1"", ""0""], [""4"", ""2""], [""5"", ""1""], [""5"", ""0""], [""8"", ""0""], [""254"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""1"", ""26""], [""4"", ""42""], [""5"", ""42""], [""5"", ""53""], [""8"", ""107""], [""254"", ""2153""], [""837"", ""5384""], [""10441"", ""53846""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""4"", ""2""], [""5"", ""1""], [""5"", ""0""], [""8"", ""0""], [""254"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""1"", ""26""], [""4"", ""42""], [""5"", ""42""], [""5"", ""53""], [""8"", ""107""], [""254"", ""2153""], [""837"", ""5384""], [""10441"", ""53846""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,13,3298,pppppppp,input/codex/fizzbuzz_count/20.txt,[],"[[""1"", ""0""], [""4"", ""1""], [""5"", ""0""], [""5"", ""0""], [""8"", ""0""], [""254"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""1"", ""43""], [""4"", ""68""], [""5"", ""69""], [""5"", ""87""], [""8"", ""175""], [""254"", ""3500""], [""837"", ""8750""], [""10441"", ""87500""]]",[],[],[],ffffffff,[],[],[],[],"[[""1"", ""0""], [""4"", ""1""], [""5"", ""0""], [""5"", ""0""], [""8"", ""0""], [""254"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""1"", ""43""], [""4"", ""68""], [""5"", ""69""], [""5"", ""87""], [""8"", ""175""], [""254"", ""3500""], [""837"", ""8750""], [""10441"", ""87500""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""4"", ""1""], [""5"", ""0""], [""5"", ""0""], [""8"", ""0""], [""254"", ""0""], [""837"", ""0""], [""10441"", ""0""]]","[[""1"", ""43""], [""4"", ""68""], [""5"", ""69""], [""5"", ""87""], [""8"", ""175""], [""254"", ""3500""], [""837"", ""8750""], [""10441"", ""87500""]]"
❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,11,50,ffffffff,input/codex/fizzbuzz_count/21.txt,"[[""1"", ""11""], [""4"", ""17""], [""4"", ""17""], [""4"", ""22""], [""8"", ""44""], [""265"", ""883""], [""883"", ""2208""], [""11031"", ""22077""]]","[[""1"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""265"", ""0""], [""883"", ""0""], [""11031"", ""0""]]","[[""1"", ""1225""], [""4"", ""3003""], [""4"", ""3081""], [""4"", ""4950""], [""8"", ""19900""], [""265"", ""7998000""], [""883"", ""49995000""], [""11031"", ""4999950000""]]",[],[],[],ffffffff,[],[],[],"[[""1"", ""11""], [""4"", ""17""], [""4"", ""17""], [""4"", ""22""], [""8"", ""44""], [""265"", ""883""], [""883"", ""2208""], [""11031"", ""22077""]]","[[""1"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""265"", ""0""], [""883"", ""0""], [""11031"", ""0""]]","[[""1"", ""1225""], [""4"", ""3003""], [""4"", ""3081""], [""4"", ""4950""], [""8"", ""19900""], [""265"", ""7998000""], [""883"", ""49995000""], [""11031"", ""4999950000""]]",ffffffff,[],[],[],"[[""1"", ""11""], [""4"", ""17""], [""4"", ""17""], [""4"", ""22""], [""8"", ""44""], [""265"", ""883""], [""883"", ""2208""], [""11031"", ""22077""]]","[[""1"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""265"", ""0""], [""883"", ""0""], [""11031"", ""0""]]","[[""1"", ""1225""], [""4"", ""3003""], [""4"", ""3081""], [""4"", ""4950""], [""8"", ""19900""], [""265"", ""7998000""], [""883"", ""49995000""], [""11031"", ""4999950000""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,11,78,pppppppp,input/codex/fizzbuzz_count/22.txt,[],"[[""1"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""265"", ""0""], [""883"", ""0""], [""11031"", ""0""]]","[[""1"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""265"", ""28011""], [""883"", ""70011""], [""11031"", ""700011""]]",[],[],[],ffffffff,[],[],[],[],"[[""1"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""265"", ""0""], [""883"", ""0""], [""11031"", ""0""]]","[[""1"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""265"", ""28011""], [""883"", ""70011""], [""11031"", ""700011""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""4"", ""1""], [""4"", ""1""], [""4"", ""0""], [""8"", ""0""], [""265"", ""0""], [""883"", ""0""], [""11031"", ""0""]]","[[""1"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""265"", ""28011""], [""883"", ""70011""], [""11031"", ""700011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,11,3298,pppppppp,input/codex/fizzbuzz_count/23.txt,[],"[[""1"", ""22""], [""4"", ""20""], [""4"", ""22""], [""4"", ""30""], [""8"", ""51""], [""265"", ""437""], [""883"", ""1513""], [""11031"", ""3567""]]","[[""1"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""265"", ""28011""], [""883"", ""70011""], [""11031"", ""700011""]]",[],[],[],ffffffff,[],[],[],[],"[[""1"", ""22""], [""4"", ""20""], [""4"", ""22""], [""4"", ""30""], [""8"", ""51""], [""265"", ""437""], [""883"", ""1513""], [""11031"", ""3567""]]","[[""1"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""265"", ""28011""], [""883"", ""70011""], [""11031"", ""700011""]]",ffffffff,[],[],[],[],"[[""1"", ""22""], [""4"", ""20""], [""4"", ""22""], [""4"", ""30""], [""8"", ""51""], [""265"", ""437""], [""883"", ""1513""], [""11031"", ""3567""]]","[[""1"", ""361""], [""4"", ""557""], [""4"", ""564""], [""4"", ""711""], [""8"", ""1411""], [""265"", ""28011""], [""883"", ""70011""], [""11031"", ""700011""]]"
❌❌❌❌❌❌❌❌,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,3819,50,ffffffff,input/codex/fizzbuzz_count/24.txt,"[[""1"", ""7""], [""4"", ""11""], [""4"", ""11""], [""4"", ""14""], [""6"", ""28""], [""173"", ""572""], [""574"", ""1430""], [""7156"", ""14308""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""-1""], [""4"", ""-2""], [""4"", ""-2""], [""4"", ""-3""], [""6"", ""-11""], [""173"", ""-4183""], [""574"", ""-26167""], [""7156"", ""-2618304""]]",[],[],[],pfffffff,[],[],[],"[[""1"", ""7""], [""4"", ""11""], [""4"", ""11""], [""4"", ""14""], [""6"", ""28""], [""173"", ""572""], [""574"", ""1430""], [""7156"", ""14308""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""-1""], [""4"", ""-2""], [""4"", ""-2""], [""4"", ""-3""], [""6"", ""-11""], [""173"", ""-4183""], [""574"", ""-26167""], [""7156"", ""-2618304""]]",ffffffff,[],[],[],"[[""1"", ""7""], [""4"", ""11""], [""4"", ""11""], [""4"", ""14""], [""6"", ""28""], [""173"", ""572""], [""574"", ""1430""], [""7156"", ""14308""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""-1""], [""4"", ""-2""], [""4"", ""-2""], [""4"", ""-3""], [""6"", ""-11""], [""173"", ""-4183""], [""574"", ""-26167""], [""7156"", ""-2618304""]]"
❌❌❌❌❌❌❌❌,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,3819,78,ffffffff,input/codex/fizzbuzz_count/25.txt,"[[""1"", ""7""], [""4"", ""11""], [""4"", ""11""], [""4"", ""14""], [""6"", ""28""], [""173"", ""572""], [""574"", ""1430""], [""7156"", ""14308""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""400""], [""4"", ""624""], [""4"", ""632""], [""4"", ""800""], [""6"", ""1600""], [""173"", ""28181""], [""574"", ""72362""], [""7156"", ""700706""]]",[],[],[],pfffffff,[],[],[],"[[""1"", ""7""], [""4"", ""11""], [""4"", ""11""], [""4"", ""14""], [""6"", ""28""], [""173"", ""572""], [""574"", ""1430""], [""7156"", ""14308""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""400""], [""4"", ""624""], [""4"", ""632""], [""4"", ""800""], [""6"", ""1600""], [""173"", ""28181""], [""574"", ""72362""], [""7156"", ""700706""]]",ffffffff,[],[],[],"[[""1"", ""7""], [""4"", ""11""], [""4"", ""11""], [""4"", ""14""], [""6"", ""28""], [""173"", ""572""], [""574"", ""1430""], [""7156"", ""14308""]]","[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""400""], [""4"", ""624""], [""4"", ""632""], [""4"", ""800""], [""6"", ""1600""], [""173"", ""28181""], [""574"", ""72362""], [""7156"", ""700706""]]"
✅✅✅✅✅✅✅✅,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,7,3819,3298,pppppppp,input/codex/fizzbuzz_count/26.txt,[],"[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""6"", ""0""], [""173"", ""7""], [""574"", ""18""], [""7156"", ""183""]]",[],[],[],pfffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""6"", ""0""], [""173"", ""7""], [""574"", ""18""], [""7156"", ""183""]]",ffffffff,[],[],[],[],"[[""4"", ""0""], [""4"", ""0""], [""4"", ""1""], [""6"", ""1""], [""173"", ""0""], [""574"", ""1""], [""7156"", ""0""]]","[[""1"", ""0""], [""4"", ""0""], [""4"", ""0""], [""4"", ""0""], [""6"", ""0""], [""173"", ""7""], [""574"", ""18""], [""7156"", ""183""]]"
✅✅✅✅✅✅✅✅,✅❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,1837,13,50,pppppppp,input/codex/fizzbuzz_count/27.txt,[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""1"", ""3""], [""1"", ""5""], [""2"", ""21""], [""95"", ""8707""], [""310"", ""54431""], [""3869"", ""5443603""]]",[],[],[],pfffffff,[],[],[],[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""1"", ""3""], [""1"", ""5""], [""2"", ""21""], [""95"", ""8707""], [""310"", ""54431""], [""3869"", ""5443603""]]",ffffffff,[],[],[],[],"[[""0"", ""1""], [""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""1"", ""3""], [""1"", ""5""], [""2"", ""21""], [""95"", ""8707""], [""310"", ""54431""], [""3869"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,1837,13,78,pppppppp,input/codex/fizzbuzz_count/28.txt,[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""1"", ""145123""], [""1"", ""183700""], [""2"", ""367400""], [""95"", ""7348000""], [""310"", ""18370000""], [""3869"", ""183700000""]]",[],[],[],ppffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""1"", ""145123""], [""1"", ""183700""], [""2"", ""367400""], [""95"", ""7348000""], [""310"", ""18370000""], [""3869"", ""183700000""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""1"", ""145123""], [""1"", ""183700""], [""2"", ""367400""], [""95"", ""7348000""], [""310"", ""18370000""], [""3869"", ""183700000""]]"
✅✅✅✅✅✅✅✅,✅✅❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,7,1837,13,3298,pppppppp,input/codex/fizzbuzz_count/29.txt,[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""1"", ""3""], [""1"", ""5""], [""2"", ""21""], [""95"", ""8707""], [""310"", ""54431""], [""3869"", ""5443603""]]",[],[],[],ppffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""1"", ""3""], [""1"", ""5""], [""2"", ""21""], [""95"", ""8707""], [""310"", ""54431""], [""3869"", ""5443603""]]",ffffffff,[],[],[],[],"[[""1"", ""0""], [""1"", ""0""], [""2"", ""0""], [""95"", ""0""], [""310"", ""0""], [""3869"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""1"", ""3""], [""1"", ""5""], [""2"", ""21""], [""95"", ""8707""], [""310"", ""54431""], [""3869"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,7,1837,3819,50,pppppppp,input/codex/fizzbuzz_count/33.txt,[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""4"", ""54431""], [""39"", ""5443603""]]",[],[],[],pppppfff,[],[],[],[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""4"", ""54431""], [""39"", ""5443603""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""4"", ""54431""], [""39"", ""5443603""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,7,1837,3819,78,pppppppp,input/codex/fizzbuzz_count/34.txt,[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""2"", ""7348000""], [""4"", ""18370000""], [""39"", ""183700000""]]",[],[],[],pppppfff,[],[],[],[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""2"", ""7348000""], [""4"", ""18370000""], [""39"", ""183700000""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""91850""], [""0"", ""143286""], [""0"", ""145123""], [""0"", ""183700""], [""0"", ""367400""], [""2"", ""7348000""], [""4"", ""18370000""], [""39"", ""183700000""]]"
✅✅✅✅✅✅✅✅,✅✅✅✅✅❌❌❌,❌❌❌❌❌❌❌❌,7,1837,3819,3298,pppppppp,input/codex/fizzbuzz_count/35.txt,[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""4"", ""54431""], [""39"", ""5443603""]]",[],[],[],pppppfff,[],[],[],[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""4"", ""54431""], [""39"", ""5443603""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""4"", ""0""], [""39"", ""0""]]","[[""0"", ""1""], [""0"", ""3""], [""0"", ""3""], [""0"", ""5""], [""0"", ""21""], [""2"", ""8707""], [""4"", ""54431""], [""39"", ""5443603""]]"
❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,11,13,50,ffffffff,input/codex/fizzbuzz_count/36.txt,"[[""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""5"", ""4""], [""190"", ""169""], [""639"", ""544""], [""8040"", ""6592""]]","[[""2"", ""0""], [""2"", ""3""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""223""], [""2"", ""547""], [""2"", ""561""], [""2"", ""901""], [""5"", ""3619""], [""190"", ""1454182""], [""639"", ""9090001""], [""8040"", ""909081819""]]",[],[],[],ffffffff,[],[],[],"[[""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""5"", ""4""], [""190"", ""169""], [""639"", ""544""], [""8040"", ""6592""]]","[[""2"", ""0""], [""2"", ""3""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""223""], [""2"", ""547""], [""2"", ""561""], [""2"", ""901""], [""5"", ""3619""], [""190"", ""1454182""], [""639"", ""9090001""], [""8040"", ""909081819""]]",ffffffff,[],[],[],"[[""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""5"", ""4""], [""190"", ""169""], [""639"", ""544""], [""8040"", ""6592""]]","[[""2"", ""0""], [""2"", ""3""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""223""], [""2"", ""547""], [""2"", ""561""], [""2"", ""901""], [""5"", ""3619""], [""190"", ""1454182""], [""639"", ""9090001""], [""8040"", ""909081819""]]"
❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,11,13,78,ffffffff,input/codex/fizzbuzz_count/37.txt,"[[""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""5"", ""4""], [""190"", ""169""], [""639"", ""544""], [""8040"", ""6592""]]","[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""511""], [""2"", ""791""], [""2"", ""801""], [""2"", ""1011""], [""5"", ""2011""], [""190"", ""40011""], [""639"", ""100011""], [""8040"", ""1000011""]]",[],[],[],ffffffff,[],[],[],"[[""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""5"", ""4""], [""190"", ""169""], [""639"", ""544""], [""8040"", ""6592""]]","[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""511""], [""2"", ""791""], [""2"", ""801""], [""2"", ""1011""], [""5"", ""2011""], [""190"", ""40011""], [""639"", ""100011""], [""8040"", ""1000011""]]",ffffffff,[],[],[],"[[""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""2"", ""1""], [""5"", ""4""], [""190"", ""169""], [""639"", ""544""], [""8040"", ""6592""]]","[[""2"", ""0""], [""2"", ""1""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""511""], [""2"", ""791""], [""2"", ""801""], [""2"", ""1011""], [""5"", ""2011""], [""190"", ""40011""], [""639"", ""100011""], [""8040"", ""1000011""]]"
✅✅✅✅✅✅✅✅,❌❌❌❌❌❌❌❌,❌❌❌❌❌❌❌❌,4,11,13,3298,pppppppp,input/codex/fizzbuzz_count/38.txt,[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""222""], [""2"", ""546""], [""2"", ""560""], [""2"", ""900""], [""5"", ""3618""], [""190"", ""1454181""], [""639"", ""9090000""], [""8040"", ""909081818""]]",[],[],[],ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""222""], [""2"", ""546""], [""2"", ""560""], [""2"", ""900""], [""5"", ""3618""], [""190"", ""1454181""], [""639"", ""9090000""], [""8040"", ""909081818""]]",ffffffff,[],[],[],[],"[[""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""2"", ""0""], [""5"", ""0""], [""190"", ""0""], [""639"", ""0""], [""8040"", ""0""]]","[[""2"", ""222""], [""2"", ""546""], [""2"", ""560""], [""2"", ""900""], [""5"", ""3618""], [""190"", ""1454181""], [""639"", ""9090000""], [""8040"", ""909081818""]]"
