ret_index,cmp_index,cmp,func_name,result_emojis,result,model_input,failed_inputs,errors
second,third,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/96.txt,[],[]
second,third,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/97.txt,[],[]
second,third,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/98.txt,[],[]
second,third,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/99.txt,[],[]
second,third,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/100.txt,[],[]
second,third,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/101.txt,[],[]
second,third,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/102.txt,[],[]
second,third,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/103.txt,[],[]
second,third,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/104.txt,[],[]
second,third,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/105.txt,[],[]
second,third,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/106.txt,[],[]
second,third,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/107.txt,[],[]
second,twelfth,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/108.txt,[],[]
second,twelfth,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/109.txt,[],[]
second,twelfth,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/110.txt,[],[]
second,twelfth,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/111.txt,[],[]
second,twelfth,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/112.txt,[],[]
second,twelfth,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/113.txt,[],[]
second,twelfth,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/114.txt,[],[]
second,twelfth,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/115.txt,[],[]
second,twelfth,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/116.txt,[],[]
second,twelfth,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/117.txt,[],[]
second,twelfth,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/118.txt,[],[]
second,twelfth,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/119.txt,[],[]
second,eleventh,smallest,extract_value,❌❌❌❌❌❌❌❌❌,fffffffff,input/codex/tuple_list/120.txt,"[[""62"", ""6""], [""76"", ""71""], [""31"", ""36""], [""44"", ""4""], [""51"", ""35""], [""89"", ""72""], [""10"", ""71""], [""29"", ""24""], [""90"", ""11""]]",[]
second,eleventh,smallest,tuple_extract,✅❌✅❌❌❌❌❌❌,pfpffffff,input/codex/tuple_list/121.txt,"[[""76"", ""89""], [""44"", ""29""], [""51"", ""13""], [""89"", ""4""], [""10"", ""62""], [""29"", ""1""], [""90"", ""11""]]",[]
second,eleventh,smallest,f,✅❌✅❌❌❌❌❌❌,pfpffffff,input/codex/tuple_list/122.txt,"[[""76"", ""89""], [""44"", ""29""], [""51"", ""13""], [""89"", ""4""], [""10"", ""62""], [""29"", ""1""], [""90"", ""11""]]",[]
second,eleventh,smallest,some_func,✅❌✅❌❌❌❌❌❌,pfpffffff,input/codex/tuple_list/123.txt,"[[""76"", ""89""], [""44"", ""29""], [""51"", ""13""], [""89"", ""4""], [""10"", ""62""], [""29"", ""1""], [""90"", ""11""]]",[]
second,eleventh,smallest,fibonacci,✅✅✅❌❌❌✅❌❌,pppfffpff,input/codex/tuple_list/124.txt,"[[""44"", ""22""], [""51"", ""13""], [""89"", ""4""], [""29"", ""1""], [""90"", ""11""]]",[]
second,eleventh,smallest,min_max,✅❌✅❌❌❌❌❌❌,pfpffffff,input/codex/tuple_list/125.txt,"[[""76"", ""89""], [""44"", ""29""], [""51"", ""13""], [""89"", ""4""], [""10"", ""62""], [""29"", ""1""], [""90"", ""11""]]",[]
second,eleventh,largest,extract_value,✅✅✅❌❌❌❌✅❌,pppffffpf,input/codex/tuple_list/126.txt,"[[""22"", ""86""], [""13"", ""86""], [""4"", ""89""], [""44"", ""67""], [""53"", ""96""]]",[]
second,eleventh,largest,tuple_extract,✅✅✅❌❌❌❌✅❌,pppffffpf,input/codex/tuple_list/127.txt,"[[""22"", ""86""], [""13"", ""86""], [""4"", ""89""], [""44"", ""67""], [""53"", ""96""]]",[]
second,eleventh,largest,f,✅✅✅❌❌❌❌✅❌,pppffffpf,input/codex/tuple_list/128.txt,"[[""22"", ""86""], [""13"", ""86""], [""4"", ""89""], [""44"", ""67""], [""53"", ""96""]]",[]
second,eleventh,largest,some_func,✅✅✅❌❌❌❌✅❌,pppffffpf,input/codex/tuple_list/129.txt,"[[""22"", ""86""], [""13"", ""86""], [""4"", ""89""], [""44"", ""67""], [""53"", ""96""]]",[]
second,eleventh,largest,fibonacci,✅✅✅❌❌❌❌✅❌,pppffffpf,input/codex/tuple_list/130.txt,"[[""22"", ""86""], [""13"", ""86""], [""4"", ""89""], [""44"", ""67""], [""53"", ""96""]]",[]
second,eleventh,largest,min_max,✅✅✅❌❌❌❌✅❌,pppffffpf,input/codex/tuple_list/131.txt,"[[""22"", ""86""], [""13"", ""86""], [""4"", ""89""], [""44"", ""67""], [""53"", ""96""]]",[]
second,last,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/132.txt,[],[]
second,last,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/133.txt,[],[]
second,last,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/134.txt,[],[]
second,last,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/135.txt,[],[]
second,last,smallest,fibonacci,❌❌❌❌❌❌❌❌✅,ffffffffp,input/codex/tuple_list/136.txt,"[[""62"", ""6""], [""89"", ""71""], [""31"", ""36""], [""29"", ""4""], [""13"", ""35""], [""4"", ""72""], [""62"", ""71""], [""1"", ""24""]]",[]
second,last,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/137.txt,[],[]
second,last,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/138.txt,[],[]
second,last,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/139.txt,[],[]
second,last,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/140.txt,[],[]
second,last,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/141.txt,[],[]
second,last,largest,fibonacci,❌❌❌❌❌❌❌❌❌,fffffffff,input/codex/tuple_list/142.txt,"[[""62"", ""6""], [""76"", ""4""], [""63"", ""14""], [""86"", ""64""], [""51"", ""81""], [""79"", ""65""], [""54"", ""10""], [""29"", ""41""], [""96"", ""39""]]",[]
second,last,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/143.txt,[],[]
third,first,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/144.txt,[],[]
third,first,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/145.txt,[],[]
third,first,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/146.txt,[],[]
third,first,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/147.txt,[],[]
third,first,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/148.txt,[],[]
third,first,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/149.txt,[],[]
third,first,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/150.txt,[],[]
third,first,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/151.txt,[],[]
third,first,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/152.txt,[],[]
third,first,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/153.txt,[],[]
third,first,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/154.txt,[],[]
third,first,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/155.txt,[],[]
third,second,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/156.txt,[],[]
third,second,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/157.txt,[],[]
third,second,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/158.txt,[],[]
third,second,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/159.txt,[],[]
third,second,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/160.txt,[],[]
third,second,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/161.txt,[],[]
third,second,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/162.txt,[],[]
third,second,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/163.txt,[],[]
third,second,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/164.txt,[],[]
third,second,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/165.txt,[],[]
third,second,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/166.txt,[],[]
third,second,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/167.txt,[],[]
third,third,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/168.txt,[],[]
third,third,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/169.txt,[],[]
third,third,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/170.txt,[],[]
third,third,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/171.txt,[],[]
third,third,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/172.txt,[],[]
third,third,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/173.txt,[],[]
third,third,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/174.txt,[],[]
third,third,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/175.txt,[],[]
third,third,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/176.txt,[],[]
third,third,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/177.txt,[],[]
third,third,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/178.txt,[],[]
third,third,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/179.txt,[],[]
third,twelfth,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/180.txt,[],[]
third,twelfth,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/181.txt,[],[]
third,twelfth,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/182.txt,[],[]
third,twelfth,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/183.txt,[],[]
third,twelfth,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/184.txt,[],[]
third,twelfth,smallest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/185.txt,[],[]
third,twelfth,largest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/186.txt,[],[]
third,twelfth,largest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/187.txt,[],[]
third,twelfth,largest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/188.txt,[],[]
third,twelfth,largest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/189.txt,[],[]
third,twelfth,largest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/190.txt,[],[]
third,twelfth,largest,min_max,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/191.txt,[],[]
third,eleventh,smallest,extract_value,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/192.txt,[],[]
third,eleventh,smallest,tuple_extract,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/193.txt,[],[]
third,eleventh,smallest,f,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/194.txt,[],[]
third,eleventh,smallest,some_func,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/195.txt,[],[]
third,eleventh,smallest,fibonacci,✅✅✅✅✅✅✅✅✅,ppppppppp,input/codex/tuple_list/196.txt,[],[]
