digit,factor2,factor3,example_input,result_emojis,result,model_input,failed_inputs,errors
3,11,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/78.txt,[],[]
3,11,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/79.txt,[],[]
3,11,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/80.txt,[],[]
3,13,11,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/84.txt,[],[]
3,13,11,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/85.txt,[],[]
3,13,11,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/86.txt,[],[]
3,13,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/87.txt,[],[]
3,13,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/88.txt,[],[]
3,13,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/89.txt,[],[]
3,7,13,50,✅✅✅✅❌❌❌❌,ppppffff,input/codex/fizzbuzz_count/90.txt,"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]",[]
3,7,13,78,✅✅✅✅❌❌❌❌,ppppffff,input/codex/fizzbuzz_count/91.txt,"[[""8"", ""7""], [""458"", ""375""], [""837"", ""717""], [""10442"", ""8561""]]",[]
3,7,13,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/92.txt,[],[]
3,7,11,50,❌❌❌❌❌❌❌❌,ffffffff,input/codex/fizzbuzz_count/93.txt,"[[""3"", ""2""], [""4"", ""3""], [""4"", ""3""], [""4"", ""3""], [""8"", ""6""], [""483"", ""393""], [""874"", ""745""], [""11030"", ""9034""]]",[]
3,7,11,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/94.txt,[],[]
3,7,11,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/95.txt,[],[]
3,7,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/96.txt,[],[]
3,7,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/97.txt,[],[]
3,7,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/98.txt,[],[]
3,1837,13,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/99.txt,[],[]
3,1837,13,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/100.txt,[],[]
3,1837,13,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/101.txt,[],[]
3,1837,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/105.txt,[],[]
3,1837,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/106.txt,[],[]
3,1837,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/107.txt,[],[]
1,11,13,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/108.txt,[],[]
1,11,13,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/109.txt,[],[]
1,11,13,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/110.txt,[],[]
1,11,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/114.txt,[],[]
1,11,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/115.txt,[],[]
1,11,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/116.txt,[],[]
1,13,11,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/120.txt,[],[]
1,13,11,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/121.txt,[],[]
1,13,11,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/122.txt,[],[]
1,13,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/123.txt,[],[]
1,13,3819,78,❌❌❌❌❌❌❌❌,ffffffff,input/codex/fizzbuzz_count/124.txt,"[[""1"", ""3""], [""1"", ""5""], [""1"", ""6""], [""2"", ""7""], [""11"", ""15""], [""172"", ""308""], [""308"", ""771""], [""3859"", ""7716""]]",[]
1,13,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/125.txt,[],[]
1,7,13,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/126.txt,[],[]
1,7,13,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/127.txt,[],[]
1,7,13,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/128.txt,[],[]
1,7,11,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/129.txt,[],[]
1,7,11,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/130.txt,[],[]
1,7,11,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/131.txt,[],[]
1,7,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/132.txt,[],[]
1,7,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/133.txt,[],[]
1,7,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/134.txt,[],[]
1,1837,13,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/135.txt,[],[]
1,1837,13,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/136.txt,[],[]
1,1837,13,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/137.txt,[],[]
1,1837,3819,50,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/141.txt,[],[]
1,1837,3819,78,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/142.txt,[],[]
1,1837,3819,3298,✅✅✅✅✅✅✅✅,pppppppp,input/codex/fizzbuzz_count/143.txt,[],[]
