var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,result_emojis,result,model_input,failed_inputs,errors
a,b,third,second,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1307.txt,[],[]
a,b,third,second,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1311.txt,[],[]
a,b,third,second,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1315.txt,[],[]
a,b,third,second,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1317.txt,[],[]
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1598.txt,[],[]
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1600.txt,[],[]
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1604.txt,[],[]
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1608.txt,[],[]
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1612.txt,[],[]
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1614.txt,[],[]
a,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1652.txt,[],[]
a,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1654.txt,[],[]
a,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1658.txt,[],[]
a,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1662.txt,[],[]
a,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1666.txt,[],[]
a,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1668.txt,[],[]
a,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1760.txt,[],[]
a,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1762.txt,[],[]
a,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1766.txt,[],[]
a,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1770.txt,[],[]
a,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1774.txt,[],[]
a,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1776.txt,[],[]
a,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1868.txt,[],[]
a,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1870.txt,[],[]
a,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1874.txt,[],[]
a,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1878.txt,[],[]
a,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1882.txt,[],[]
a,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1884.txt,[],[]
a,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1976.txt,[],[]
a,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1978.txt,[],[]
a,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1982.txt,[],[]
a,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1986.txt,[],[]
a,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1990.txt,[],[]
a,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/1992.txt,[],[]
a,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2030.txt,[],[]
a,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2032.txt,[],[]
a,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2036.txt,[],[]
a,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2040.txt,[],[]
a,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2044.txt,[],[]
a,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2046.txt,[],[]
b,a,first,second,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2327.txt,[],[]
b,a,first,second,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2329.txt,[],[]
b,a,first,second,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2333.txt,[],[]
b,a,first,second,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2337.txt,[],[]
b,a,first,second,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2341.txt,[],[]
b,a,first,second,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2343.txt,[],[]
b,a,first,third,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2381.txt,[],[]
b,a,first,third,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2383.txt,[],[]
b,a,first,third,second,difference,sum,product,❌❌✅❌❌❌,ffpfff,input/codex/arithmetic/2387.txt,"[[""(-2, 15, 8)"", ""(-2, 8, 15)""], [""(-3, 70, 17)"", ""(-3, 17, 70)""], [""(1, 0, 1)"", ""(1, 1, 0)""], [""(-1, 0, 1)"", ""(-1, 1, 0)""], [""(80, 2000, 120)"", ""(80, 120, 2000)""]]",[]
b,a,first,third,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2391.txt,[],[]
b,a,first,third,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2395.txt,[],[]
b,a,first,third,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2397.txt,[],[]
b,a,second,first,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2489.txt,[],[]
b,a,second,first,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2491.txt,[],[]
b,a,second,first,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2495.txt,[],[]
b,a,second,first,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2499.txt,[],[]
b,a,second,first,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2503.txt,[],[]
b,a,second,first,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2505.txt,[],[]
b,a,second,third,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2597.txt,[],[]
b,a,second,third,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2599.txt,[],[]
b,a,second,third,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2603.txt,[],[]
b,a,second,third,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2607.txt,[],[]
b,a,second,third,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2611.txt,[],[]
b,a,second,third,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2613.txt,[],[]
b,a,third,first,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2705.txt,[],[]
b,a,third,first,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2707.txt,[],[]
b,a,third,first,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2711.txt,[],[]
b,a,third,first,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2715.txt,[],[]
b,a,third,first,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2719.txt,[],[]
b,a,third,first,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2721.txt,[],[]
b,a,third,second,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2759.txt,[],[]
b,a,third,second,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2761.txt,[],[]
b,a,third,second,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2765.txt,[],[]
b,a,third,second,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2769.txt,[],[]
b,a,third,second,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2773.txt,[],[]
b,a,third,second,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/2775.txt,[],[]
b,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3785.txt,[],[]
b,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3787.txt,[],[]
b,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3791.txt,[],[]
b,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3795.txt,[],[]
b,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3799.txt,[],[]
b,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3801.txt,[],[]
b,fekjfwoeifjwu5gfd,first,third,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3839.txt,[],[]
b,fekjfwoeifjwu5gfd,first,third,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3841.txt,[],[]
b,fekjfwoeifjwu5gfd,first,third,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3845.txt,[],[]
b,fekjfwoeifjwu5gfd,first,third,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3849.txt,[],[]
b,fekjfwoeifjwu5gfd,first,third,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3853.txt,[],[]
b,fekjfwoeifjwu5gfd,first,third,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3855.txt,[],[]
b,fekjfwoeifjwu5gfd,second,first,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3947.txt,[],[]
b,fekjfwoeifjwu5gfd,second,first,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3949.txt,[],[]
b,fekjfwoeifjwu5gfd,second,first,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3953.txt,[],[]
b,fekjfwoeifjwu5gfd,second,first,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3957.txt,[],[]
b,fekjfwoeifjwu5gfd,second,first,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3961.txt,[],[]
b,fekjfwoeifjwu5gfd,second,first,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/3963.txt,[],[]
b,fekjfwoeifjwu5gfd,second,third,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4055.txt,[],[]
b,fekjfwoeifjwu5gfd,second,third,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4057.txt,[],[]
b,fekjfwoeifjwu5gfd,second,third,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4061.txt,[],[]
b,fekjfwoeifjwu5gfd,second,third,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4065.txt,[],[]
b,fekjfwoeifjwu5gfd,second,third,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4069.txt,[],[]
b,fekjfwoeifjwu5gfd,second,third,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4071.txt,[],[]
b,fekjfwoeifjwu5gfd,third,first,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4163.txt,[],[]
b,fekjfwoeifjwu5gfd,third,first,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4165.txt,[],[]
b,fekjfwoeifjwu5gfd,third,first,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4169.txt,[],[]
b,fekjfwoeifjwu5gfd,third,first,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4173.txt,[],[]
b,fekjfwoeifjwu5gfd,third,first,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4177.txt,[],[]
b,fekjfwoeifjwu5gfd,third,first,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4179.txt,[],[]
b,fekjfwoeifjwu5gfd,third,second,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4217.txt,[],[]
b,fekjfwoeifjwu5gfd,third,second,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4219.txt,[],[]
b,fekjfwoeifjwu5gfd,third,second,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4223.txt,[],[]
b,fekjfwoeifjwu5gfd,third,second,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4227.txt,[],[]
b,fekjfwoeifjwu5gfd,third,second,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4231.txt,[],[]
b,fekjfwoeifjwu5gfd,third,second,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4233.txt,[],[]
fkrjf4ifji4ofj,a,first,second,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4514.txt,[],[]
fkrjf4ifji4ofj,a,first,second,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4516.txt,[],[]
fkrjf4ifji4ofj,a,first,second,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4520.txt,[],[]
fkrjf4ifji4ofj,a,first,second,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4524.txt,[],[]
fkrjf4ifji4ofj,a,first,second,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4528.txt,[],[]
fkrjf4ifji4ofj,a,first,second,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4530.txt,[],[]
fkrjf4ifji4ofj,a,first,third,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4568.txt,[],[]
fkrjf4ifji4ofj,a,first,third,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4570.txt,[],[]
fkrjf4ifji4ofj,a,first,third,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4574.txt,[],[]
fkrjf4ifji4ofj,a,first,third,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4578.txt,[],[]
fkrjf4ifji4ofj,a,first,third,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4582.txt,[],[]
fkrjf4ifji4ofj,a,first,third,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4584.txt,[],[]
fkrjf4ifji4ofj,a,second,first,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4676.txt,[],[]
fkrjf4ifji4ofj,a,second,first,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4678.txt,[],[]
fkrjf4ifji4ofj,a,second,first,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4682.txt,[],[]
fkrjf4ifji4ofj,a,second,first,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4686.txt,[],[]
fkrjf4ifji4ofj,a,second,first,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4690.txt,[],[]
fkrjf4ifji4ofj,a,second,first,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4692.txt,[],[]
fkrjf4ifji4ofj,a,second,third,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4784.txt,[],[]
fkrjf4ifji4ofj,a,second,third,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4786.txt,[],[]
fkrjf4ifji4ofj,a,second,third,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4790.txt,[],[]
fkrjf4ifji4ofj,a,second,third,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4794.txt,[],[]
fkrjf4ifji4ofj,a,second,third,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4798.txt,[],[]
fkrjf4ifji4ofj,a,second,third,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4800.txt,[],[]
fkrjf4ifji4ofj,a,third,first,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4892.txt,[],[]
fkrjf4ifji4ofj,a,third,first,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4894.txt,[],[]
fkrjf4ifji4ofj,a,third,first,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4898.txt,[],[]
fkrjf4ifji4ofj,a,third,first,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4902.txt,[],[]
fkrjf4ifji4ofj,a,third,first,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4906.txt,[],[]
fkrjf4ifji4ofj,a,third,first,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4908.txt,[],[]
fkrjf4ifji4ofj,a,third,second,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4946.txt,[],[]
fkrjf4ifji4ofj,a,third,second,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4948.txt,[],[]
fkrjf4ifji4ofj,a,third,second,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4952.txt,[],[]
fkrjf4ifji4ofj,a,third,second,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4956.txt,[],[]
fkrjf4ifji4ofj,a,third,second,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4960.txt,[],[]
fkrjf4ifji4ofj,a,third,second,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/4962.txt,[],[]
fkrjf4ifji4ofj,b,first,second,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5243.txt,[],[]
fkrjf4ifji4ofj,b,first,second,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5245.txt,[],[]
fkrjf4ifji4ofj,b,first,second,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5249.txt,[],[]
fkrjf4ifji4ofj,b,first,second,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5253.txt,[],[]
fkrjf4ifji4ofj,b,first,second,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5257.txt,[],[]
fkrjf4ifji4ofj,b,first,second,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5259.txt,[],[]
fkrjf4ifji4ofj,b,first,third,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5297.txt,[],[]
fkrjf4ifji4ofj,b,first,third,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5299.txt,[],[]
fkrjf4ifji4ofj,b,first,third,second,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5303.txt,[],[]
fkrjf4ifji4ofj,b,first,third,second,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5307.txt,[],[]
fkrjf4ifji4ofj,b,first,third,second,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5311.txt,[],[]
fkrjf4ifji4ofj,b,first,third,second,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5313.txt,[],[]
fkrjf4ifji4ofj,b,second,first,third,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5405.txt,[],[]
fkrjf4ifji4ofj,b,second,first,third,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5407.txt,[],[]
fkrjf4ifji4ofj,b,second,first,third,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5411.txt,[],[]
fkrjf4ifji4ofj,b,second,first,third,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5415.txt,[],[]
fkrjf4ifji4ofj,b,second,first,third,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5419.txt,[],[]
fkrjf4ifji4ofj,b,second,first,third,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5421.txt,[],[]
fkrjf4ifji4ofj,b,second,third,first,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5513.txt,[],[]
fkrjf4ifji4ofj,b,second,third,first,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5515.txt,[],[]
fkrjf4ifji4ofj,b,second,third,first,difference,sum,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5519.txt,[],[]
fkrjf4ifji4ofj,b,second,third,first,difference,product,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5523.txt,[],[]
fkrjf4ifji4ofj,b,second,third,first,product,sum,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5527.txt,[],[]
fkrjf4ifji4ofj,b,second,third,first,product,difference,sum,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5529.txt,[],[]
fkrjf4ifji4ofj,b,third,first,second,sum,difference,product,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5621.txt,[],[]
fkrjf4ifji4ofj,b,third,first,second,sum,product,difference,✅✅✅✅✅✅,pppppp,input/codex/arithmetic/5623.txt,[],[]
