factor1,factor2,factor3,factor1_result,factor2_result,factor3_result,result_emojis,result,model_input,failed_inputs,errors
3,11,5,Plang,Pling,Buzz,✅✅❌✅✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅✅❌❌✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅✅❌❌✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅✅❌❌✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅❌❌✅✅❌✅✅❌✅✅❌❌✅❌✅✅❌✅,ppfppfppfpffppfppfppffpfppfppfppfppfppfppfpffppfppfppffpfppfppfppfppfppfppfpffppfppfppffpfppfppfppfppfppfppfpffppfppfppffpfppfp,input/codex/raindrops/203.txt,"[[""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlingBuzz'"", ""'PlangBuzz'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Pling'"", ""'Plang'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPling'"", ""'PlingPlang'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'PlingBuzz'"", ""'PlangBuzz'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Pling'"", ""'Plang'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""]]",[]
3,11,5,Plang,Buzz,Plong,✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅✅❌✅,ppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfppfp,input/codex/raindrops/204.txt,"[[""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangBuzz'"", ""'PlingBuzz'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""], [""'PlangPlong'"", ""'PlingPlong'""], [""'Plang'"", ""'Pling'""], [""'Plang'"", ""'Pling'""]]",[]
3,11,5,Fizz,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/207.txt,[],[]
3,11,5,Fizz,Plang,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/209.txt,[],[]
3,11,5,Fizz,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/210.txt,[],[]
3,11,5,Fizz,Pling,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/211.txt,[],[]
3,11,5,Fizz,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/212.txt,[],[]
3,11,5,Fizz,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/213.txt,[],[]
3,11,5,Fizz,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/214.txt,[],[]
11,5,7,Pling,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/243.txt,[],[]
11,5,7,Pling,Plang,Buzz,✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅,ppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfp,input/codex/raindrops/245.txt,"[[""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""]]",[]
11,5,7,Pling,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/249.txt,[],[]
11,5,7,Pling,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/250.txt,[],[]
11,5,7,Plang,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/255.txt,[],[]
11,5,7,Plang,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/257.txt,[],[]
11,5,7,Plang,Buzz,Plong,✅✅✅✅❌✅❌✅✅❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅❌❌✅✅✅✅❌❌✅✅✅❌✅✅❌✅❌✅✅✅✅❌✅✅✅✅❌✅❌✅✅❌✅✅✅❌❌✅✅✅✅❌❌✅,ppppfpfppfpppffppppffpppfppfpfppppfppppfpfppfpppffppppffpppfppfpfppppfppppfpfppfpppffppppffpppfppfpfppppfppppfpfppfpppffppppffp,input/codex/raindrops/258.txt,"[[""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlongPlang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlongPlang'""], [""'Buzz'"", ""'Plong'""], [""'PlangPlong'"", ""'PlangPlang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'BuzzPlong'"", ""'PlongPlang'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'Plong'"", ""'Plang'""]]",[]
11,5,7,Fizz,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/261.txt,[],[]
11,5,7,Fizz,Plang,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/263.txt,[],[]
11,5,7,Fizz,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/264.txt,[],[]
11,5,7,Fizz,Pling,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/265.txt,[],[]
11,5,7,Fizz,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/266.txt,[],[]
11,5,7,Fizz,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/267.txt,[],[]
11,5,7,Fizz,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/268.txt,[],[]
11,3,7,Pling,Plang,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/324.txt,[],[]
11,3,7,Pling,Plang,Buzz,✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅✅✅✅✅✅❌✅,ppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfppppppfp,input/codex/raindrops/326.txt,"[[""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'PlingBuzz'"", ""'PlingPlong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""], [""'Buzz'"", ""'Plong'""], [""'Buzz'"", ""'Plong'""], [""'PlangBuzz'"", ""'PlangPlong'""]]",[]
11,3,7,Pling,Buzz,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/330.txt,[],[]
11,3,7,Pling,Buzz,Plang,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/331.txt,[],[]
11,3,7,Plang,Pling,Plong,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/336.txt,[],[]
11,3,7,Plang,Pling,Buzz,✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅✅,ppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppppp,input/codex/raindrops/338.txt,[],[]
