sum_num,count,example_input,result_emojis,result,model_input,failed_inputs,errors
0,8,"[1, 3, 5, 0]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/16.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
0,8,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/17.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
0,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/18.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
0,8,[1],✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/19.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
0,10,"[1, 3, 5, 0]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/20.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
0,10,"[1, 3, -2, 1, 5, 8]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/21.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
0,10,"[1, 2, -3, 7, 2, 7]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/22.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
0,10,[1],✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/23.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
1,2,"[1, 3, 5, 0]",❌✅❌✅❌✅✅,fpfpfpp,input/codeparrot/triples_sum_to/24.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
1,2,"[1, 3, -2, 1, 5, 8]",❌✅❌✅❌✅✅,fpfpfpp,input/codeparrot/triples_sum_to/25.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
1,2,"[1, 2, -3, 7, 2, 7]",💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/26.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
1,2,[1],❌✅❌✅❌✅✅,fpfpfpp,input/codeparrot/triples_sum_to/27.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
1,3,"[1, 3, 5, 0]",✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/28.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,3,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/29.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,3,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/30.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,3,[1],✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/31.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,4,"[1, 3, 5, 0]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/32.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,4,"[1, 3, -2, 1, 5, 8]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/33.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,4,"[1, 2, -3, 7, 2, 7]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/34.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,4,[1],✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/35.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,5,"[1, 3, 5, 0]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/36.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,5,"[1, 3, -2, 1, 5, 8]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/37.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,5,"[1, 2, -3, 7, 2, 7]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/38.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,5,[1],✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/39.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
1,8,"[1, 3, 5, 0]",✅✅❌✅❌✅❌,ppfpfpf,input/codeparrot/triples_sum_to/40.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
1,8,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/41.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
1,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/42.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
1,8,[1],✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/43.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
1,10,"[1, 3, 5, 0]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/44.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
1,10,"[1, 3, -2, 1, 5, 8]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/45.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
1,10,"[1, 2, -3, 7, 2, 7]",✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/46.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
1,10,[1],✅❌✅✅❌❌✅,pfppffp,input/codeparrot/triples_sum_to/47.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
2,2,"[1, 3, 5, 0]",✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/48.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,2,"[1, 3, -2, 1, 5, 8]",✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/49.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,2,"[1, 2, -3, 7, 2, 7]",✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/50.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,2,[1],✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/51.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,3,"[1, 3, 5, 0]",✅❌❌✅❌✅✅,pffpfpp,input/codeparrot/triples_sum_to/52.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,3,"[1, 3, -2, 1, 5, 8]",✅❌❌✅❌✅✅,pffpfpp,input/codeparrot/triples_sum_to/53.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,3,"[1, 2, -3, 7, 2, 7]",✅❌❌✅❌✅✅,pffpfpp,input/codeparrot/triples_sum_to/54.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,3,[1],✅❌❌✅❌✅✅,pffpfpp,input/codeparrot/triples_sum_to/55.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
2,4,"[1, 3, 5, 0]",✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/56.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
2,4,"[1, 3, -2, 1, 5, 8]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/57.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
2,4,"[1, 2, -3, 7, 2, 7]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/58.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
2,4,[1],💀✅✅❌❌✅✅,eppffpp,input/codeparrot/triples_sum_to/59.txt,"[[""True"", ""False""], [""True"", ""False""]]","[""'int' object is not iterable""]"
2,5,"[1, 3, 5, 0]",❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/60.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
2,5,"[1, 3, -2, 1, 5, 8]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/61.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
2,5,"[1, 2, -3, 7, 2, 7]",❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/62.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
2,5,[1],❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/63.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
2,8,"[1, 3, 5, 0]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/64.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,8,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/65.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/66.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,8,[1],✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/67.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,10,"[1, 3, 5, 0]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/68.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,10,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/69.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,10,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/70.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
2,10,[1],✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/71.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
3,2,"[1, 3, 5, 0]",❌✅❌❌❌✅❌,fpfffpf,input/codeparrot/triples_sum_to/72.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
3,2,"[1, 3, -2, 1, 5, 8]",❌✅❌❌❌✅❌,fpfffpf,input/codeparrot/triples_sum_to/73.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
3,2,"[1, 2, -3, 7, 2, 7]",❌✅❌❌❌✅❌,fpfffpf,input/codeparrot/triples_sum_to/74.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
3,2,[1],💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/75.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
3,3,"[1, 3, 5, 0]",✅✅✅✅❌✅❌,ppppfpf,input/codeparrot/triples_sum_to/76.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
3,3,"[1, 3, -2, 1, 5, 8]",✅✅✅✅❌✅❌,ppppfpf,input/codeparrot/triples_sum_to/77.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
3,3,"[1, 2, -3, 7, 2, 7]",✅✅✅✅❌✅❌,ppppfpf,input/codeparrot/triples_sum_to/78.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
3,3,[1],✅✅✅✅❌✅❌,ppppfpf,input/codeparrot/triples_sum_to/79.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
3,4,"[1, 3, 5, 0]",💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/80.txt,[],"[""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable"", ""'int' object is not iterable""]"
3,4,"[1, 3, -2, 1, 5, 8]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/81.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
3,4,"[1, 2, -3, 7, 2, 7]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/82.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
3,4,[1],✅✅✅❌❌✅✅,pppffpp,input/codeparrot/triples_sum_to/83.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
3,5,"[1, 3, 5, 0]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/84.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
3,5,"[1, 3, -2, 1, 5, 8]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/85.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
3,5,"[1, 2, -3, 7, 2, 7]",✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/86.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
3,5,[1],✅❌❌❌✅❌✅,pfffpfp,input/codeparrot/triples_sum_to/87.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""]]",[]
3,8,"[1, 3, 5, 0]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/88.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
3,8,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/89.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
3,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/90.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
3,8,[1],✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/91.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
3,10,"[1, 3, 5, 0]",✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/92.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
3,10,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌❌,pffppff,input/codeparrot/triples_sum_to/93.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""], [""True"", ""False""]]",[]
3,10,"[1, 2, -3, 7, 2, 7]",✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/94.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
3,10,[1],✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/95.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,2,"[1, 3, 5, 0]",❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/96.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,2,"[1, 3, -2, 1, 5, 8]",❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/97.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,2,"[1, 2, -3, 7, 2, 7]",❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/98.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,2,[1],❌❌❌❌❌✅✅,fffffpp,input/codeparrot/triples_sum_to/99.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,3,"[1, 3, 5, 0]",✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/100.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,3,"[1, 3, -2, 1, 5, 8]",✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/101.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,3,"[1, 2, -3, 7, 2, 7]",✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/102.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,3,[1],✅❌❌✅❌✅❌,pffpfpf,input/codeparrot/triples_sum_to/103.txt,"[[""True"", ""False""], [""True"", ""False""], [""True"", ""False""], [""True"", ""False""]]",[]
5,4,"[1, 3, 5, 0]",✅❌✅❌✅❌❌,pfpfpff,input/codeparrot/triples_sum_to/104.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,4,"[1, 3, -2, 1, 5, 8]",✅❌✅❌✅❌❌,pfpfpff,input/codeparrot/triples_sum_to/105.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,4,"[1, 2, -3, 7, 2, 7]",✅❌✅❌✅❌❌,pfpfpff,input/codeparrot/triples_sum_to/106.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,4,[1],✅❌✅❌✅❌❌,pfpfpff,input/codeparrot/triples_sum_to/107.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,5,"[1, 3, 5, 0]",✅❌✅❌❌❌❌,pfpffff,input/codeparrot/triples_sum_to/108.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,5,"[1, 3, -2, 1, 5, 8]",✅❌❌❌✅❌❌,pfffpff,input/codeparrot/triples_sum_to/109.txt,"[[""False"", ""True""], [""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,5,"[1, 2, -3, 7, 2, 7]",✅❌✅❌❌❌❌,pfpffff,input/codeparrot/triples_sum_to/110.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,5,[1],✅❌✅❌❌❌❌,pfpffff,input/codeparrot/triples_sum_to/111.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,8,"[1, 3, 5, 0]",✅❌❌✅✅❌✅,pffppfp,input/codeparrot/triples_sum_to/112.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
5,8,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅❌✅,pffppfp,input/codeparrot/triples_sum_to/113.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
5,8,"[1, 2, -3, 7, 2, 7]",✅❌❌✅✅❌✅,pffppfp,input/codeparrot/triples_sum_to/114.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
5,8,[1],✅❌❌✅✅❌✅,pffppfp,input/codeparrot/triples_sum_to/115.txt,"[[""False"", ""True""], [""False"", ""True""], [""False"", ""True""]]",[]
5,10,"[1, 3, 5, 0]",✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/116.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,10,"[1, 3, -2, 1, 5, 8]",✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/117.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,10,"[1, 2, -3, 7, 2, 7]",✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/118.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
5,10,[1],✅❌✅✅❌❌❌,pfppfff,input/codeparrot/triples_sum_to/119.txt,"[[""False"", ""True""], [""True"", ""False""], [""False"", ""True""], [""True"", ""False""]]",[]
100,2,"[1, 3, 5, 0]",💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/120.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,2,"[1, 3, -2, 1, 5, 8]",💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/121.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,2,"[1, 2, -3, 7, 2, 7]",💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/122.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,2,[1],💀💀💀💀💀💀💀,eeeeeee,input/codeparrot/triples_sum_to/123.txt,[],"[""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()"", ""object of type 'int' has no len()""]"
100,3,"[1, 3, 5, 0]",✅✅✅✅❌✅✅,ppppfpp,input/codeparrot/triples_sum_to/124.txt,"[[""True"", ""False""]]",[]
100,3,"[1, 3, -2, 1, 5, 8]",✅✅✅✅❌✅✅,ppppfpp,input/codeparrot/triples_sum_to/125.txt,"[[""True"", ""False""]]",[]
100,3,"[1, 2, -3, 7, 2, 7]",✅✅✅✅❌✅✅,ppppfpp,input/codeparrot/triples_sum_to/126.txt,"[[""True"", ""False""]]",[]
100,3,[1],✅✅✅✅❌✅✅,ppppfpp,input/codeparrot/triples_sum_to/127.txt,"[[""True"", ""False""]]",[]
100,4,"[1, 3, 5, 0]",✅✅✅✅❌❌✅,ppppffp,input/codeparrot/triples_sum_to/128.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,4,"[1, 3, -2, 1, 5, 8]",✅✅✅✅❌❌✅,ppppffp,input/codeparrot/triples_sum_to/129.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,4,"[1, 2, -3, 7, 2, 7]",❌✅✅✅❌❌✅,fpppffp,input/codeparrot/triples_sum_to/130.txt,"[[""False"", ""True""], [""True"", ""False""], [""True"", ""False""]]",[]
100,4,[1],✅✅✅✅❌❌✅,ppppffp,input/codeparrot/triples_sum_to/131.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,5,"[1, 3, 5, 0]",✅✅✅✅❌❌✅,ppppffp,input/codeparrot/triples_sum_to/132.txt,"[[""True"", ""False""], [""True"", ""False""]]",[]
100,5,"[1, 3, -2, 1, 5, 8]",✅❌❌✅✅✅✅,pffpppp,input/codeparrot/triples_sum_to/133.txt,"[[""False"", ""True""], [""False"", ""True""]]",[]
