hash_type,transform,example_input,result_emojis,result,model_input,failed_inputs,errors
sha1,uppercase,Hallo welt,💀💀💀✅,eeep,input/codeparrot/hash/26.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha1,uppercase,0,💀💀💀✅,eeep,input/codeparrot/hash/27.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha1,uppercase,sha1,✅✅✅✅,pppp,input/codeparrot/hash/28.txt,[],[]
sha1,uppercase,md5,💀💀💀✅,eeep,input/codeparrot/hash/29.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha1,dash,,✅✅✅❌,pppf,input/codeparrot/hash/30.txt,"[[""None"", ""'da39a3ee5e6b4b0d3255bfef95601890afd80709'""]]",[]
sha1,dash,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/31.txt,[],[]
sha1,dash,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/32.txt,[],[]
sha1,dash,0,✅✅✅✅,pppp,input/codeparrot/hash/33.txt,[],[]
sha1,dash,sha1,✅✅✅✅,pppp,input/codeparrot/hash/34.txt,[],[]
sha1,dash,md5,✅✅✅✅,pppp,input/codeparrot/hash/35.txt,[],[]
sha224,none,,✅✅✅✅,pppp,input/codeparrot/hash/36.txt,[],[]
sha224,none,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/37.txt,[],[]
sha224,none,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/38.txt,[],[]
sha224,none,0,✅✅✅✅,pppp,input/codeparrot/hash/39.txt,[],[]
sha224,none,sha1,✅✅✅✅,pppp,input/codeparrot/hash/40.txt,[],[]
sha224,none,md5,✅✅✅✅,pppp,input/codeparrot/hash/41.txt,[],[]
sha224,uppercase,,✅✅✅✅,pppp,input/codeparrot/hash/42.txt,[],[]
sha224,uppercase,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/43.txt,[],[]
sha224,uppercase,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/44.txt,[],[]
sha224,uppercase,0,✅✅✅✅,pppp,input/codeparrot/hash/45.txt,[],[]
sha224,uppercase,sha1,✅✅✅✅,pppp,input/codeparrot/hash/46.txt,[],[]
sha224,uppercase,md5,✅✅✅✅,pppp,input/codeparrot/hash/47.txt,[],[]
sha224,dash,,✅✅✅✅,pppp,input/codeparrot/hash/48.txt,[],[]
sha224,dash,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/49.txt,[],[]
sha224,dash,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/50.txt,[],[]
sha224,dash,0,✅✅✅✅,pppp,input/codeparrot/hash/51.txt,[],[]
sha224,dash,sha1,✅✅✅✅,pppp,input/codeparrot/hash/52.txt,[],[]
sha224,dash,md5,✅✅✅✅,pppp,input/codeparrot/hash/53.txt,[],[]
sha256,none,,✅✅✅❌,pppf,input/codeparrot/hash/54.txt,"[[""None"", ""'e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855'""]]",[]
sha256,none,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/55.txt,[],[]
sha256,none,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/56.txt,[],[]
sha256,none,0,❌❌❌✅,fffp,input/codeparrot/hash/57.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""b'\\xf6\\xdcrM\\x11\\x96IF\\x0eG\\xceq\\x919\\xe5!\\xe0\\x82\\xbe\\x8a\\x97U\\xc5\\xbe\\xce\\x18\\x1d\\xe0F\\xeee\\xfe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""b'\\xab\\xdem\\x95\\xcb\\xe4\\x07\\xe6\\x8a\\x8f\\x83*L\\xd9\\x99OB]\\x87\\x90@\\x82\\x94=^?kk_\\xf6a\\x15'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""b'sd\\x1c\\x99\\xf7q\\x9fW\\xd8\\xf4\\xbe\\xb1\\x1a0:\\xfc\\xd1\\x90$:Q\\xce\\xd8x,\\xa6\\xd3\\xdb\\xe0\\x14\\xd1F'""]]",[]
sha256,none,sha1,✅✅✅✅,pppp,input/codeparrot/hash/58.txt,[],[]
sha256,none,md5,❌❌❌✅,fffp,input/codeparrot/hash/59.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""'f6dc724d119649460e47ce719139e521e082be8a9755c5bece181de046ee65fe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""'abde6d95cbe407e68a8f832a4cd9994f425d87904082943d5e3f6b6b5ff66115'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""'73641c99f7719f57d8f4beb11a303afcd190243a51ced8782ca6d3dbe014d146'""]]",[]
sha256,uppercase,,✅✅✅✅,pppp,input/codeparrot/hash/60.txt,[],[]
sha256,uppercase,Hello world,❌❌❌✅,fffp,input/codeparrot/hash/61.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""'f6dc724d119649460e47ce719139e521e082be8a9755c5bece181de046ee65fe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""'abde6d95cbe407e68a8f832a4cd9994f425d87904082943d5e3f6b6b5ff66115'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""'73641c99f7719f57d8f4beb11a303afcd190243a51ced8782ca6d3dbe014d146'""]]",[]
sha256,uppercase,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/62.txt,[],[]
sha256,uppercase,0,❌❌❌✅,fffp,input/codeparrot/hash/63.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""'f6dc724d119649460e47ce719139e521e082be8a9755c5bece181de046ee65fe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""'abde6d95cbe407e68a8f832a4cd9994f425d87904082943d5e3f6b6b5ff66115'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""'73641c99f7719f57d8f4beb11a303afcd190243a51ced8782ca6d3dbe014d146'""]]",[]
sha256,uppercase,sha1,✅✅✅✅,pppp,input/codeparrot/hash/64.txt,[],[]
sha256,uppercase,md5,❌❌❌✅,fffp,input/codeparrot/hash/65.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""'f6dc724d119649460e47ce719139e521e082be8a9755c5bece181de046ee65fe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""'abde6d95cbe407e68a8f832a4cd9994f425d87904082943d5e3f6b6b5ff66115'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""'73641c99f7719f57d8f4beb11a303afcd190243a51ced8782ca6d3dbe014d146'""]]",[]
sha256,dash,,✅✅✅✅,pppp,input/codeparrot/hash/66.txt,[],[]
sha256,dash,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/67.txt,[],[]
sha256,dash,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/68.txt,[],[]
sha256,dash,0,❌❌❌✅,fffp,input/codeparrot/hash/69.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""b'\\xf6\\xdcrM\\x11\\x96IF\\x0eG\\xceq\\x919\\xe5!\\xe0\\x82\\xbe\\x8a\\x97U\\xc5\\xbe\\xce\\x18\\x1d\\xe0F\\xeee\\xfe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""b'\\xab\\xdem\\x95\\xcb\\xe4\\x07\\xe6\\x8a\\x8f\\x83*L\\xd9\\x99OB]\\x87\\x90@\\x82\\x94=^?kk_\\xf6a\\x15'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""b'sd\\x1c\\x99\\xf7q\\x9fW\\xd8\\xf4\\xbe\\xb1\\x1a0:\\xfc\\xd1\\x90$:Q\\xce\\xd8x,\\xa6\\xd3\\xdb\\xe0\\x14\\xd1F'""]]",[]
sha256,dash,sha1,✅✅✅✅,pppp,input/codeparrot/hash/70.txt,[],[]
sha256,dash,md5,❌❌❌✅,fffp,input/codeparrot/hash/71.txt,"[[""'64ec88ca00b268e5ba1a35678a1b5316d212f4f366b2477232534a8aeca37f3c'"", ""b'\\xf6\\xdcrM\\x11\\x96IF\\x0eG\\xceq\\x919\\xe5!\\xe0\\x82\\xbe\\x8a\\x97U\\xc5\\xbe\\xce\\x18\\x1d\\xe0F\\xeee\\xfe'""], [""'f8ef5f9c7214669b5cd993209a3e312a5552f98d77e53f48ee463d742738346a'"", ""b'\\xab\\xdem\\x95\\xcb\\xe4\\x07\\xe6\\x8a\\x8f\\x83*L\\xd9\\x99OB]\\x87\\x90@\\x82\\x94=^?kk_\\xf6a\\x15'""], [""'5e884898da28047151d0e56f8dc6292773603d0d6aabbdd62a11ef721d1542d8'"", ""b'sd\\x1c\\x99\\xf7q\\x9fW\\xd8\\xf4\\xbe\\xb1\\x1a0:\\xfc\\xd1\\x90$:Q\\xce\\xd8x,\\xa6\\xd3\\xdb\\xe0\\x14\\xd1F'""]]",[]
sha384,none,,✅✅✅❌,pppf,input/codeparrot/hash/72.txt,"[[""None"", ""'38b060a751ac96384cd9327eb1b1e36a21fdb71114be07434c0cc7bf63f6e1da274edebfe76f65fbd51ad2f14898b95b'""]]",[]
sha384,none,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/73.txt,[],[]
sha384,none,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/74.txt,[],[]
sha384,none,0,💀💀💀✅,eeep,input/codeparrot/hash/75.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha384,none,sha1,✅✅✅✅,pppp,input/codeparrot/hash/76.txt,[],[]
sha384,none,md5,✅✅✅✅,pppp,input/codeparrot/hash/77.txt,[],[]
sha384,uppercase,,✅✅✅✅,pppp,input/codeparrot/hash/78.txt,[],[]
sha384,uppercase,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/79.txt,[],[]
sha384,uppercase,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/80.txt,[],[]
sha384,uppercase,0,❌❌❌✅,fffp,input/codeparrot/hash/81.txt,"[[""'9203b0c4439fd1e6ae5878866337b7c532acd6d9260150c80318e8ab8c27ce330189f8df94fb890df1d298ff360627e1'"", ""None""], [""'88150c051d8e510ce8390aacc47aeba54b5530224e63216716fb69d056ecba62eedd86a3b455ddc617701142ae122638'"", ""None""], [""'a8b64babd0aca91a59bdbb7761b421d4f2bb38280d3a75ba0f21f2bebc45583d446c598660c94ce680c47d19c30783a7'"", ""None""]]",[]
sha384,uppercase,sha1,✅✅✅✅,pppp,input/codeparrot/hash/82.txt,[],[]
sha384,uppercase,md5,✅✅✅✅,pppp,input/codeparrot/hash/83.txt,[],[]
sha384,dash,,💀💀💀✅,eeep,input/codeparrot/hash/84.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha384,dash,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/85.txt,[],[]
sha384,dash,Hallo welt,✅✅✅✅,pppp,input/codeparrot/hash/86.txt,[],[]
sha384,dash,0,✅✅✅✅,pppp,input/codeparrot/hash/87.txt,[],[]
sha384,dash,sha1,✅✅✅✅,pppp,input/codeparrot/hash/88.txt,[],[]
sha384,dash,md5,✅✅✅✅,pppp,input/codeparrot/hash/89.txt,[],[]
sha512,none,,✅✅✅✅,pppp,input/codeparrot/hash/90.txt,[],[]
sha512,none,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/91.txt,[],[]
sha512,none,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/92.txt,"[[""'b7f783baed8297f0db917462184ff4f08e69c2d5e5f79a942600f9725f58ce1f29c18139bf80b06c0fff2bdd34738452ecf40c488c22a7e3d80cdf6f9c1c0d47'"", ""None""], [""'46d28be2499c9fe1342e15285e8d22ce3841567d11b3b5c45042fd83657f384721d689199cede81f36f81a5fc3abd82bb40e5456be7dc98f1ef5906a606bb229'"", ""None""], [""'b109f3bbbc244eb82441917ed06d618b9008dd09b3befd1b5e07394c706a8bb980b1d7785e5976ec049b46df5f1326af5a2ea6d103fd07c95385ffab0cacbc86'"", ""None""]]",[]
sha512,none,0,✅✅✅✅,pppp,input/codeparrot/hash/93.txt,[],[]
sha512,none,sha1,✅✅✅✅,pppp,input/codeparrot/hash/94.txt,[],[]
sha512,none,md5,✅✅✅✅,pppp,input/codeparrot/hash/95.txt,[],[]
sha512,uppercase,,✅✅✅✅,pppp,input/codeparrot/hash/96.txt,[],[]
sha512,uppercase,Hello world,💀💀💀✅,eeep,input/codeparrot/hash/97.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha512,uppercase,Hallo welt,💀💀💀✅,eeep,input/codeparrot/hash/98.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
sha512,uppercase,0,✅✅✅✅,pppp,input/codeparrot/hash/99.txt,[],[]
sha512,uppercase,sha1,✅✅✅✅,pppp,input/codeparrot/hash/100.txt,[],[]
sha512,uppercase,md5,✅✅✅✅,pppp,input/codeparrot/hash/101.txt,[],[]
sha512,dash,,✅✅✅❌,pppf,input/codeparrot/hash/102.txt,"[[""None"", ""'cf83e1357eefb8bdf1542850d66d8007d620e4050b5715dc83f4a921d36ce9ce47d0d13c5d85f2b0ff8318d2877eec2f63b931bd47417a81a538327af927da3e'""]]",[]
sha512,dash,Hello world,✅✅✅✅,pppp,input/codeparrot/hash/103.txt,[],[]
sha512,dash,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/104.txt,"[[""'b7f783baed8297f0db917462184ff4f08e69c2d5e5f79a942600f9725f58ce1f29c18139bf80b06c0fff2bdd34738452ecf40c488c22a7e3d80cdf6f9c1c0d47'"", ""None""], [""'46d28be2499c9fe1342e15285e8d22ce3841567d11b3b5c45042fd83657f384721d689199cede81f36f81a5fc3abd82bb40e5456be7dc98f1ef5906a606bb229'"", ""None""], [""'b109f3bbbc244eb82441917ed06d618b9008dd09b3befd1b5e07394c706a8bb980b1d7785e5976ec049b46df5f1326af5a2ea6d103fd07c95385ffab0cacbc86'"", ""None""]]",[]
sha512,dash,0,✅✅✅✅,pppp,input/codeparrot/hash/105.txt,[],[]
sha512,dash,sha1,✅✅✅✅,pppp,input/codeparrot/hash/106.txt,[],[]
sha512,dash,md5,✅✅✅✅,pppp,input/codeparrot/hash/107.txt,[],[]
blake2b,none,,❌❌❌✅,fffp,input/codeparrot/hash/108.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,none,Hello world,❌❌❌✅,fffp,input/codeparrot/hash/109.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,none,Hallo welt,❌❌❌✅,fffp,input/codeparrot/hash/110.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'Hello world'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'A B C'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'password'""]]",[]
blake2b,none,0,❌❌❌✅,fffp,input/codeparrot/hash/111.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,none,sha1,❌❌❌✅,fffp,input/codeparrot/hash/112.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,none,md5,💀💀💀✅,eeep,input/codeparrot/hash/113.txt,[],"[""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing"", ""Unicode-objects must be encoded before hashing""]"
blake2b,uppercase,,❌❌❌✅,fffp,input/codeparrot/hash/114.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,uppercase,Hello world,❌❌❌✅,fffp,input/codeparrot/hash/115.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,uppercase,Hallo welt,💀💀💀💀,eeee,input/codeparrot/hash/116.txt,[],"[""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output"", ""no function/method found in output""]"
blake2b,uppercase,0,❌❌❌✅,fffp,input/codeparrot/hash/117.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
blake2b,uppercase,sha1,❌❌❌✅,fffp,input/codeparrot/hash/118.txt,"[[""'6ff843ba685842aa82031d3f53c48b66326df7639a63d128974c5c14f31a0f33343a8c65551134ed1ae0f2b0dd2bb495dc81039e3eeb0aa1bb0388bbeac29183'"", ""'7b502c3a1f48c8609ae212cdfb639dee39673f5e'""], [""'88996ebafa64d19e2c056aac9776c9e5b54e16b6621a300fd5a3d0891a8e4ff54522534fe1616e38972364eac9cc016b01e16a7b7eb0186ba92b344d995bc850'"", ""'031b4059d83c350702d1fc095cd752d889a6a78f'""], [""'7c863950ac93c93692995e4732ce1e1466ad74a775352ffbaaf2a4a4ce9b549d0b414a1f3150452be6c7c72c694a7cb46f76452917298d33e67611f0a42addb8'"", ""'5baa61e4c9b93f3f0682250b6cf8331b7ee68fd8'""]]",[]
