var1_name,var2_name,line_order1,line_order2,line_order3,op1,op2,op3,input,result,result_emojis,model_input,expected,actual
a,b,first,third,second,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/937.txt,,
a,b,first,third,second,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/937.txt,,
a,b,first,third,second,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/937.txt,,
a,b,first,third,second,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/939.txt,,
a,b,first,third,second,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/939.txt,,
a,b,first,third,second,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/939.txt,,
a,b,first,third,second,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/939.txt,,
a,b,first,third,second,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/939.txt,,
a,b,first,third,second,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/939.txt,,
a,b,second,first,third,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1031.txt,,
a,b,second,first,third,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1031.txt,,
a,b,second,first,third,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1031.txt,,
a,b,second,first,third,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1031.txt,,
a,b,second,first,third,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1031.txt,,
a,b,second,first,third,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1031.txt,,
a,b,second,first,third,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1033.txt,,
a,b,second,first,third,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1033.txt,,
a,b,second,first,third,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1033.txt,,
a,b,second,first,third,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1033.txt,,
a,b,second,first,third,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1033.txt,,
a,b,second,first,third,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1033.txt,,
a,b,second,first,third,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1037.txt,,
a,b,second,first,third,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1037.txt,,
a,b,second,first,third,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1037.txt,,
a,b,second,first,third,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1037.txt,,
a,b,second,first,third,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1037.txt,,
a,b,second,first,third,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1037.txt,,
a,b,second,first,third,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1041.txt,,
a,b,second,first,third,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1041.txt,,
a,b,second,first,third,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1041.txt,,
a,b,second,first,third,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1041.txt,,
a,b,second,first,third,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1041.txt,,
a,b,second,first,third,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1041.txt,,
a,b,second,first,third,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1045.txt,,
a,b,second,first,third,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1045.txt,,
a,b,second,first,third,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1045.txt,,
a,b,second,first,third,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1045.txt,,
a,b,second,first,third,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1045.txt,,
a,b,second,first,third,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1045.txt,,
a,b,second,first,third,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1047.txt,,
a,b,second,first,third,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1047.txt,,
a,b,second,first,third,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1047.txt,,
a,b,second,first,third,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1047.txt,,
a,b,second,first,third,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1047.txt,,
a,b,second,first,third,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1047.txt,,
a,b,second,third,first,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1139.txt,,
a,b,second,third,first,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1139.txt,,
a,b,second,third,first,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1139.txt,,
a,b,second,third,first,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1139.txt,,
a,b,second,third,first,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1139.txt,,
a,b,second,third,first,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1139.txt,,
a,b,second,third,first,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1141.txt,,
a,b,second,third,first,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1141.txt,,
a,b,second,third,first,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1141.txt,,
a,b,second,third,first,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1141.txt,,
a,b,second,third,first,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1141.txt,,
a,b,second,third,first,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1141.txt,,
a,b,second,third,first,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1145.txt,,
a,b,second,third,first,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1145.txt,,
a,b,second,third,first,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1145.txt,,
a,b,second,third,first,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1145.txt,,
a,b,second,third,first,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1145.txt,,
a,b,second,third,first,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1145.txt,,
a,b,second,third,first,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1149.txt,,
a,b,second,third,first,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1149.txt,,
a,b,second,third,first,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1149.txt,,
a,b,second,third,first,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1149.txt,,
a,b,second,third,first,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1149.txt,,
a,b,second,third,first,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1149.txt,,
a,b,second,third,first,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1153.txt,,
a,b,second,third,first,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1153.txt,,
a,b,second,third,first,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1153.txt,,
a,b,second,third,first,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1153.txt,,
a,b,second,third,first,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1153.txt,,
a,b,second,third,first,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1153.txt,,
a,b,second,third,first,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1155.txt,,
a,b,second,third,first,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1155.txt,,
a,b,second,third,first,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1155.txt,,
a,b,second,third,first,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1155.txt,,
a,b,second,third,first,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1155.txt,,
a,b,second,third,first,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1155.txt,,
a,b,third,first,second,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1247.txt,,
a,b,third,first,second,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1247.txt,,
a,b,third,first,second,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1247.txt,,
a,b,third,first,second,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1247.txt,,
a,b,third,first,second,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1247.txt,,
a,b,third,first,second,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1247.txt,,
a,b,third,first,second,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1249.txt,,
a,b,third,first,second,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1249.txt,,
a,b,third,first,second,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1249.txt,,
a,b,third,first,second,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1249.txt,,
a,b,third,first,second,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1249.txt,,
a,b,third,first,second,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1249.txt,,
a,b,third,first,second,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1253.txt,,
a,b,third,first,second,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1253.txt,,
a,b,third,first,second,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1253.txt,,
a,b,third,first,second,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1253.txt,,
a,b,third,first,second,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1253.txt,,
a,b,third,first,second,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1253.txt,,
a,b,third,first,second,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1257.txt,,
a,b,third,first,second,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1257.txt,,
a,b,third,first,second,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1257.txt,,
a,b,third,first,second,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1257.txt,,
a,b,third,first,second,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1257.txt,,
a,b,third,first,second,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1257.txt,,
a,b,third,first,second,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1261.txt,,
a,b,third,first,second,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1261.txt,,
a,b,third,first,second,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1261.txt,,
a,b,third,first,second,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1261.txt,,
a,b,third,first,second,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1261.txt,,
a,b,third,first,second,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1261.txt,,
a,b,third,first,second,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1263.txt,,
a,b,third,first,second,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1263.txt,,
a,b,third,first,second,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1263.txt,,
a,b,third,first,second,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1263.txt,,
a,b,third,first,second,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1263.txt,,
a,b,third,first,second,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1263.txt,,
a,b,third,second,first,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1301.txt,,
a,b,third,second,first,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1301.txt,,
a,b,third,second,first,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1301.txt,,
a,b,third,second,first,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1301.txt,,
a,b,third,second,first,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1301.txt,,
a,b,third,second,first,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1301.txt,,
a,b,third,second,first,sum,product,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1303.txt,,
a,b,third,second,first,sum,product,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1303.txt,,
a,b,third,second,first,sum,product,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1303.txt,,
a,b,third,second,first,sum,product,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1303.txt,,
a,b,third,second,first,sum,product,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1303.txt,,
a,b,third,second,first,sum,product,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1303.txt,,
a,b,third,second,first,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1307.txt,,
a,b,third,second,first,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1307.txt,,
a,b,third,second,first,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1307.txt,,
a,b,third,second,first,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1307.txt,,
a,b,third,second,first,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1307.txt,,
a,b,third,second,first,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1307.txt,,
a,b,third,second,first,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1311.txt,,
a,b,third,second,first,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1311.txt,,
a,b,third,second,first,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1311.txt,,
a,b,third,second,first,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1311.txt,,
a,b,third,second,first,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1311.txt,,
a,b,third,second,first,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1311.txt,,
a,b,third,second,first,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1315.txt,,
a,b,third,second,first,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1315.txt,,
a,b,third,second,first,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1315.txt,,
a,b,third,second,first,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1315.txt,,
a,b,third,second,first,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1315.txt,,
a,b,third,second,first,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1315.txt,,
a,b,third,second,first,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1317.txt,,
a,b,third,second,first,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1317.txt,,
a,b,third,second,first,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1317.txt,,
a,b,third,second,first,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1317.txt,,
a,b,third,second,first,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1317.txt,,
a,b,third,second,first,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1317.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1598.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1598.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1598.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1598.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1598.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,difference,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1598.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,"[3, 5]",f,❌,input/codeparrot/arithmetic/1600.txt,"(8, 15, -2)",0
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,"[7, 10]",f,❌,input/codeparrot/arithmetic/1600.txt,"(17, 70, -3)",1
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,"[0, 0]",f,❌,input/codeparrot/arithmetic/1600.txt,"(0, 0, 0)",0
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,"[1, 0]",f,❌,input/codeparrot/arithmetic/1600.txt,"(1, 0, 1)",1
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,"[0, 1]",f,❌,input/codeparrot/arithmetic/1600.txt,"(1, 0, -1)",1
a,fekjfwoeifjwu5gfd,first,second,third,sum,product,difference,"[100, 20]",f,❌,input/codeparrot/arithmetic/1600.txt,"(120, 2000, 80)",0
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,"[3, 5]",e,💀,input/codeparrot/arithmetic/1604.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,"[7, 10]",e,💀,input/codeparrot/arithmetic/1604.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,"[0, 0]",e,💀,input/codeparrot/arithmetic/1604.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,"[1, 0]",e,💀,input/codeparrot/arithmetic/1604.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,"[0, 1]",e,💀,input/codeparrot/arithmetic/1604.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,sum,product,"[100, 20]",e,💀,input/codeparrot/arithmetic/1604.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1608.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1608.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1608.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1608.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1608.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,difference,product,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1608.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,"[3, 5]",e,💀,input/codeparrot/arithmetic/1612.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,"[7, 10]",e,💀,input/codeparrot/arithmetic/1612.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,"[0, 0]",e,💀,input/codeparrot/arithmetic/1612.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,"[1, 0]",e,💀,input/codeparrot/arithmetic/1612.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,"[0, 1]",e,💀,input/codeparrot/arithmetic/1612.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,sum,difference,"[100, 20]",e,💀,input/codeparrot/arithmetic/1612.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,"[3, 5]",e,💀,input/codeparrot/arithmetic/1614.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,"[7, 10]",e,💀,input/codeparrot/arithmetic/1614.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,"[0, 0]",e,💀,input/codeparrot/arithmetic/1614.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,"[1, 0]",e,💀,input/codeparrot/arithmetic/1614.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,"[0, 1]",e,💀,input/codeparrot/arithmetic/1614.txt,,
a,fekjfwoeifjwu5gfd,first,second,third,product,difference,sum,"[100, 20]",e,💀,input/codeparrot/arithmetic/1614.txt,,
